Speed[r/min],Torque[Nm],Voltage (Amplitude)[V],
43.7810945273632,1065.67164179104,74.0165745868617,
43.7810945273632,1082.58706467662,74.3778076243121,
43.7810945273632,1099.50248756219,74.7476698101131,
43.7810945273632,1116.41791044776,75.1282192453156,
43.7810945273632,1133.33333333333,75.5215140309703,
43.7810945273632,1150.24875621891,75.9296312897277,
43.7810945273632,1167.16417910448,76.3569944291239,
43.7810945273632,1184.07960199005,76.8011009209314,
43.7810945273632,1200.99502487562,77.2550793372275,
43.7810945273632,1217.91044776119,77.7120582500894,
43.7810945273632,1234.82587064677,78.1651662315943,
43.7810945273632,1251.74129353234,78.6075318538196,
43.7810945273632,1268.65671641791,79.0322836888425,
43.7810945273632,1285.57213930348,79.4325503087404,
43.7810945273632,1302.48756218905,79.8014602855904,
43.7810945273632,1319.40298507463,80.133459259783,
43.7810945273632,1336.3184079602,80.4393656261415,
43.7810945273632,1353.23383084577,80.7266356981894,
43.7810945273632,1370.14925373134,80.999614673329,
43.7810945273632,1387.06467661692,81.2626477489627,
43.7810945273632,1403.98009950249,81.5200801224928,
43.7810945273632,1420.89552238806,81.7762569913216,
43.7810945273632,1437.81094527363,82.0355235528515,
43.7810945273632,1454.7263681592,82.3022250044848,
43.7810945273632,1471.64179104478,82.5807065436238,
43.7810945273632,1488.55721393035,82.8676205647426,
43.7810945273632,1505.47263681592,83.1414617477264,
43.7810945273632,1522.38805970149,83.4031315552319,
43.7810945273632,1539.30348258706,83.6554556880019,
43.7810945273632,1556.21890547264,83.9012598467791,
43.7810945273632,1573.13432835821,84.1433697323062,
43.7810945273632,1590.04975124378,84.3846110453259,
43.7810945273632,1606.96517412935,84.627809486581,
43.7810945273632,1623.88059701493,84.8757907568142,
43.7810945273632,1640.7960199005,85.1313805567681,
43.7810945273632,1657.71144278607,85.3881439268835,
43.7810945273632,1674.62686567164,85.6373035617609,
43.7810945273632,1691.54228855721,85.8803797308576,
43.7810945273632,1708.45771144279,86.118907561799,
43.7810945273632,1725.37313432836,86.3544221822109,
43.7810945273632,1742.28855721393,86.5884587197187,
43.7810945273632,1759.2039800995,86.8225523019481,
43.7810945273632,1776.11940298507,87.0582380565246,
43.7810945273632,1793.03482587065,87.2970511110738,
43.7810945273632,1809.95024875622,87.5402848292938,
43.7810945273632,1826.86567164179,87.7838938414764,
43.7810945273632,1843.78109452736,88.0255728105782,
43.7810945273632,1860.69651741294,88.2648483408233,
43.7810945273632,1877.61194029851,88.5012470364358,
43.7810945273632,1894.52736318408,88.7342955016396,
43.7810945273632,1911.44278606965,88.9635203406588,
43.7810945273632,1928.35820895522,89.1884481577173,
43.7810945273632,1945.2736318408,89.4086055570394,
43.7810945273632,1962.18905472637,89.6235191428489,
43.7810945273632,1979.10447761194,89.8345684292645,
43.7810945273632,1996.01990049751,90.0509936483709,
43.7810945273632,2012.93532338308,90.2751382192442,
43.7810945273632,2029.85074626866,90.5081932028192,
43.7810945273632,2046.76616915423,90.7513496600308,
43.7810945273632,2063.6815920398,91.0057986518139,
43.7810945273632,2080.59701492537,91.2727312391032,
43.7810945273632,2097.51243781094,91.5533384828337,
43.7810945273632,2114.42786069652,91.8488114439402,
43.7810945273632,2131.34328358209,92.1603411833575,
43.7810945273632,2148.25870646766,92.488564944576,
43.7810945273632,2165.17412935323,92.8310305936071,
43.7810945273632,2182.08955223881,93.1842295813061,
43.7810945273632,2199.00497512438,93.544653001786,
43.7810945273632,2215.92039800995,93.9087919491601,
43.7810945273632,2232.83582089552,94.2731375175417,
43.7810945273632,2249.75124378109,94.6341808010437,
43.7810945273632,2266.66666666667,94.9884128937796,
43.7810945273632,2283.58208955224,95.3323248898624,
43.7810945273632,2300.49751243781,95.6624758692756,
43.7810945273632,2317.41293532338,95.9807055146335,
43.7810945273632,2334.32835820895,96.291228687273,
43.7810945273632,2351.24378109453,96.5966613727355,
43.7810945273632,2368.1592039801,96.8996195565622,
43.7810945273632,2385.07462686567,97.2027192242944,
43.7810945273632,2401.99004975124,97.5085763614733,
43.7810945273632,2418.90547263682,97.8198069536404,
43.7810945273632,2435.82089552239,98.1390269863368,
43.7810945273632,2452.73631840796,98.4688524451039,
43.7810945273632,2469.65174129353,98.8113428011174,
43.7810945273632,2486.5671641791,99.1634068764547,
43.7810945273632,2503.48258706468,99.522812088643,
43.7810945273632,2520.39800995025,99.8879985098135,
43.7810945273632,2537.31343283582,100.257406212097,
43.7810945273632,2554.22885572139,100.629475267625,
43.7810945273632,2571.14427860697,101.002645748529,
43.7810945273632,2588.05970149254,101.375357726939,
43.7810945273632,2604.97512437811,101.746051274987,
43.7810945273632,2621.89054726368,102.113166464804,
43.7810945273632,2638.80597014925,102.474746684574,
43.7810945273632,2655.72139303483,102.829224131935,
43.7810945273632,2672.6368159204,103.176958861759,
43.7810945273632,2689.55223880597,103.518383909813,
43.7810945273632,2706.46766169154,103.853932311861,
43.7810945273632,2723.38308457711,104.18403710367,
43.7810945273632,2740.29850746269,104.509131321005,
43.7810945273632,2757.21393034826,104.829647999634,
43.7810945273632,2774.12935323383,105.146020175321,
43.7810945273632,2791.0447761194,105.458681664663,
43.7810945273632,2807.96019900498,105.768769495572,
43.7810945273632,2824.87562189055,106.077247098704,
43.7810945273632,2841.79104477612,106.384421964397,
43.7810945273632,2858.70646766169,106.690601582991,
43.7810945273632,2875.62189054726,106.996093444823,
43.7810945273632,2892.53731343284,107.301205040232,
43.7810945273632,2909.45273631841,107.606243859558,
43.7810945273632,2926.36815920398,107.911517393138,
43.7810945273632,2943.28358208955,108.217333131311,
43.7810945273632,2960.19900497512,108.524369474141,
43.7810945273632,2977.1144278607,108.83784296226,
43.7810945273632,2994.02985074627,109.159576923908,
43.7810945273632,3010.94527363184,109.489863950024,
43.7810945273632,3027.86069651741,109.828996631546,
43.7810945273632,3044.77611940298,110.177267559412,
43.7810945273632,3061.69154228856,110.53496932456,
43.7810945273632,3078.60696517413,110.902394517928,
43.7810945273632,3095.5223880597,111.279835730456,
43.7810945273632,3112.43781094527,111.66758555308,
43.7810945273632,3129.35323383085,111.478467663778,
43.7810945273632,3146.26865671642,108.794733775245,
43.7810945273632,3163.18407960199,104.033384986571,
43.7810945273632,3180.09950248756,97.8359519859672,
43.7810945273632,3197.01492537313,90.8439654616434,
43.7810945273632,3213.93034825871,83.698956101812,
43.7810945273632,3230.84577114428,77.0424545946831,
43.7810945273632,3247.76119402985,71.5159916284684,
43.7810945273632,3264.67661691542,115.109464550605,
43.7810945273632,3281.59203980099,115.109464550605,
65.6716417910448,0,37.9738174299492,
65.6716417910448,16.9154228855721,37.7281252459704,
65.6716417910448,33.8308457711443,37.689807207948,
65.6716417910448,50.7462686567164,37.8676776174323,
65.6716417910448,67.6616915422886,38.2705507759742,
65.6716417910448,84.5771144278607,38.9072409851241,
65.6716417910448,101.492537313433,39.7865625464325,
65.6716417910448,118.407960199005,40.9173297614502,
65.6716417910448,135.323383084577,42.3083569317276,
65.6716417910448,152.238805970149,43.9684583588153,
65.6716417910448,169.154228855721,45.8930118098557,
65.6716417910448,186.069651741294,47.8707870407519,
65.6716417910448,202.985074626866,49.8251077744897,
65.6716417910448,219.900497512438,51.7543641619473,
65.6716417910448,236.81592039801,53.6569463540027,
65.6716417910448,253.731343283582,55.531244501534,
65.6716417910448,270.646766169154,57.375648755419,
65.6716417910448,287.562189054726,59.188549266536,
65.6716417910448,304.477611940298,60.9683361857628,
65.6716417910448,321.393034825871,62.7133996639776,
65.6716417910448,338.308457711443,64.424101349592,
65.6716417910448,355.223880597015,66.102743150689,
65.6716417910448,372.139303482587,67.7384685089553,
65.6716417910448,389.054726368159,69.3191959023437,
65.6716417910448,405.970149253731,70.8328438088066,
