Speed[r/min],Torque[Nm],Flux (d-Axis)[Vs],
21.8905472636816,2604.97512437811,-0.355623935067161,
21.8905472636816,2621.89054726368,-0.364286397588895,
21.8905472636816,2638.80597014925,-0.372965402005979,
21.8905472636816,2655.72139303483,-0.381668787699002,
21.8905472636816,2672.6368159204,-0.390395545037121,
21.8905472636816,2689.55223880597,-0.399144296651483,
21.8905472636816,2706.46766169154,-0.407913665173235,
21.8905472636816,2723.38308457711,-0.416702273233524,
21.8905472636816,2740.29850746269,-0.425508743463498,
21.8905472636816,2757.21393034826,-0.434331698494304,
21.8905472636816,2774.12935323383,-0.443169760957089,
21.8905472636816,2791.0447761194,-0.452021463593295,
21.8905472636816,2807.96019900498,-0.460805764522218,
21.8905472636816,2824.87562189055,-0.469466766511241,
21.8905472636816,2841.79104477612,-0.478025289514427,
21.8905472636816,2858.70646766169,-0.486502153485842,
21.8905472636816,2875.62189054726,-0.494918178379549,
21.8905472636816,2892.53731343284,-0.503294184149612,
21.8905472636816,2909.45273631841,-0.511650990750097,
21.8905472636816,2926.36815920398,-0.520009418135066,
21.8905472636816,2943.28358208955,-0.528390286258585,
21.8905472636816,2960.19900497512,-0.536813767765325,
21.8905472636816,2977.1144278607,-0.545286319041077,
21.8905472636816,2994.02985074627,-0.553807923653658,
21.8905472636816,3010.94527363184,-0.56237976532423,
21.8905472636816,3027.86069651741,-0.571003027773958,
21.8905472636816,3044.77611940298,-0.579678894724003,
21.8905472636816,3061.69154228856,-0.588408549895528,
21.8905472636816,3078.60696517413,-0.597193177009697,
21.8905472636816,3095.5223880597,-0.606033959787672,
21.8905472636816,3112.43781094527,-0.614932081950615,
21.8905472636816,3129.35323383085,-0.623829034227622,
21.8905472636816,3146.26865671642,-0.632516924550419,
21.8905472636816,3163.18407960199,-0.641007844697263,
21.8905472636816,3180.09950248756,-0.649335950946081,
21.8905472636816,3197.01492537313,-0.657535399574799,
21.8905472636816,3213.93034825871,-0.665640346861341,
21.8905472636816,3230.84577114428,-0.673684949083635,
21.8905472636816,3247.76119402985,-0.681703362519606,
21.8905472636816,3264.67661691542,-0.698601613528914,
21.8905472636816,3281.59203980099,-0.698601613528914,
43.7810945273632,0,1.02741293225641,
43.7810945273632,16.9154228855721,1.0078095151355,
43.7810945273632,33.8308457711443,0.989245078541904,
43.7810945273632,50.7462686567164,0.971755599381138,
43.7810945273632,67.6616915422886,0.955377054558731,
43.7810945273632,84.5771144278607,0.94014542098021,
43.7810945273632,101.492537313433,0.926096675551101,
43.7810945273632,118.407960199005,0.91326679517693,
43.7810945273632,135.323383084577,0.901691756763224,
43.7810945273632,152.238805970149,0.891407537215509,
43.7810945273632,169.154228855721,0.882398711155335,
43.7810945273632,186.069651741294,0.873857972662346,
43.7810945273632,202.985074626866,0.865489370309716,
43.7810945273632,219.900497512438,0.857283684731004,
43.7810945273632,236.81592039801,0.84923169655977,
43.7810945273632,253.731343283582,0.841324186429572,
43.7810945273632,270.646766169154,0.83355193497397,
43.7810945273632,287.562189054726,0.825905722826524,
43.7810945273632,304.477611940298,0.818376330620792,
43.7810945273632,321.393034825871,0.810954538990333,
43.7810945273632,338.308457711443,0.803624324093795,
43.7810945273632,355.223880597015,0.79634104698586,
43.7810945273632,372.139303482587,0.789076965484421,
43.7810945273632,389.054726368159,0.781807127590798,
43.7810945273632,405.970149253731,0.77450658130631,
43.7810945273632,422.885572139303,0.767150374632278,
43.7810945273632,439.800995024876,0.75971355557002,
43.7810945273632,456.716417910448,0.752171172120856,
43.7810945273632,473.63184079602,0.744498272286106,
43.7810945273632,490.547263681592,0.736669904067089,
43.7810945273632,507.462686567164,0.728738898896435,
43.7810945273632,524.378109452736,0.720823351216068,
43.7810945273632,541.293532338308,0.712941382927044,
43.7810945273632,558.208955223881,0.705109973797285,
43.7810945273632,575.124378109453,0.697346103594715,
43.7810945273632,592.039800995025,0.689666752087254,
43.7810945273632,608.955223880597,0.682088899042825,
43.7810945273632,625.870646766169,0.67462952422935,
43.7810945273632,642.786069651741,0.667305607414751,
43.7810945273632,659.701492537313,0.660134637926774,
43.7810945273632,676.616915422886,0.653131880891359,
43.7810945273632,693.532338308458,0.646243656121384,
43.7810945273632,710.44776119403,0.639396267219606,
43.7810945273632,727.363184079602,0.632516017788782,
43.7810945273632,744.278606965174,0.62552921143167,
43.7810945273632,761.194029850746,0.618362151751029,
43.7810945273632,778.109452736318,0.610941142349615,
43.7810945273632,795.02487562189,0.603192486830188,
43.7810945273632,811.940298507463,0.595042488795505,
43.7810945273632,828.855721393035,0.58647151601534,
43.7810945273632,845.771144278607,0.577785534584746,
43.7810945273632,862.686567164179,0.569048925444968,
43.7810945273632,879.601990049751,0.56026642126476,
43.7810945273632,896.517412935323,0.551442754712878,
43.7810945273632,913.432835820895,0.542582658458075,
43.7810945273632,930.348258706468,0.533690865169107,
43.7810945273632,947.26368159204,0.524772107514728,
43.7810945273632,964.179104477612,0.515831118163693,
43.7810945273632,981.094527363184,0.506872629784757,
43.7810945273632,998.009950248756,0.497905169788861,
43.7810945273632,1014.92537313433,0.488941249906202,
43.7810945273632,1031.8407960199,0.479984607102646,
43.7810945273632,1048.75621890547,0.47103865352915,
43.7810945273632,1065.67164179104,0.462106801336668,
43.7810945273632,1082.58706467662,0.453192462676157,
43.7810945273632,1099.50248756219,0.444299049698571,
43.7810945273632,1116.41791044776,0.435429974554866,
43.7810945273632,1133.33333333333,0.426588649395998,
43.7810945273632,1150.24875621891,0.417778487855422,
43.7810945273632,1167.16417910448,0.409000755708126,
43.7810945273632,1184.07960199005,0.400248099231402,
43.7810945273632,1200.99502487562,0.391511082905591,
43.7810945273632,1217.91044776119,0.382780271211036,
43.7810945273632,1234.82587064677,0.374046228628077,
43.7810945273632,1251.74129353234,0.365299519637055,
43.7810945273632,1268.65671641791,0.356530708718312,
43.7810945273632,1285.57213930348,0.347730360352189,
43.7810945273632,1302.48756218905,0.338889039019027,
43.7810945273632,1319.40298507463,0.329987782050389,
43.7810945273632,1336.3184079602,0.320928270667198,
43.7810945273632,1353.23383084577,0.311714250592827,
43.7810945273632,1370.14925373134,0.30238027924944,
43.7810945273632,1387.06467661692,0.292960914059202,
43.7810945273632,1403.98009950249,0.283490712444277,
43.7810945273632,1420.89552238806,0.274004231826828,
43.7810945273632,1437.81094527363,0.264536029629019,
43.7810945273632,1454.7263681592,0.255120663273016,
43.7810945273632,1471.64179104478,0.245792690180981,
43.7810945273632,1488.55721393035,0.236577401030516,
43.7810945273632,1505.47263681592,0.227454490455957,
43.7810945273632,1522.38805970149,0.2184039816577,
43.7810945273632,1539.30348258706,0.209407255237797,
43.7810945273632,1556.21890547264,0.200445691798304,
43.7810945273632,1573.13432835821,0.191500671941273,
43.7810945273632,1590.04975124378,0.182553576268759,
43.7810945273632,1606.96517412935,0.173585785382816,
43.7810945273632,1623.88059701493,0.164578679885499,
43.7810945273632,1640.7960199005,0.15551364037886,
43.7810945273632,1657.71144278607,0.146370005009928,
43.7810945273632,1674.62686567164,0.137147373494383,
43.7810945273632,1691.54228855721,0.127859246862225,
43.7810945273632,1708.45771144279,0.11851913760283,
43.7810945273632,1725.37313432836,0.109140558205574,
43.7810945273632,1742.28855721393,0.0997370211598346,
43.7810945273632,1759.2039800995,0.0903220389549877,
43.7810945273632,1776.11940298507,0.0809091240804099,
43.7810945273632,1793.03482587065,0.0715117890254775,
43.7810945273632,1809.95024875622,0.0621438691810968,
43.7810945273632,1826.86567164179,0.0528205872556615,
43.7810945273632,1843.78109452736,0.0435407879959944,
43.7810945273632,1860.69651741294,0.0342988644684935,
43.7810945273632,1877.61194029851,0.0250892097395576,
43.7810945273632,1894.52736318408,0.0159062168755848,
43.7810945273632,1911.44278606965,0.00674427894297327,
43.7810945273632,1928.35820895522,-0.00240221099187842,
43.7810945273632,1945.2736318408,-0.0115388598625718,
43.7810945273632,1962.18905472637,-0.0206712746027087,
43.7810945273632,1979.10447761194,-0.0298029797124016,
43.7810945273632,1996.01990049751,-0.0389254004202506,
43.7810945273632,2012.93532338308,-0.0480331289590043,
43.7810945273632,2029.85074626866,-0.0571217826537009,
43.7810945273632,2046.76616915423,-0.0661869788293783,
43.7810945273632,2063.6815920398,-0.0752243348110748,
43.7810945273632,2080.59701492537,-0.0842294679238286,
43.7810945273632,2097.51243781094,-0.0931979954926777,
43.7810945273632,2114.42786069652,-0.10212553484266,
43.7810945273632,2131.34328358209,-0.111007703298815,
43.7810945273632,2148.25870646766,-0.119861163497104,
43.7810945273632,2165.17412935323,-0.128719778401131,
43.7810945273632,2182.08955223881,-0.13758264811874,
43.7810945273632,2199.00497512438,-0.146448221974342,
43.7810945273632,2215.92039800995,-0.155314949292349,
43.7810945273632,2232.83582089552,-0.164181279397171,
43.7810945273632,2249.75124378109,-0.173045661613221,
43.7810945273632,2266.66666666667,-0.181906545264911,
43.7810945273632,2283.58208955224,-0.190762379676651,
43.7810945273632,2300.49751243781,-0.199612310001827,
43.7810945273632,2317.41293532338,-0.208493330707765,
43.7810945273632,2334.32835820895,-0.217417895048274,
43.7810945273632,2351.24378109453,-0.226373079494133,
43.7810945273632,2368.1592039801,-0.235345960516122,
43.7810945273632,2385.07462686567,-0.244323614585018,
43.7810945273632,2401.99004975124,-0.253293118171601,
43.7810945273632,2418.90547263682,-0.26224154774665,
43.7810945273632,2435.82089552239,-0.271155979780944,
43.7810945273632,2452.73631840796,-0.280023490745262,
43.7810945273632,2469.65174129353,-0.288831331128527,
43.7810945273632,2486.5671641791,-0.297575851091777,
43.7810945273632,2503.48258706468,-0.306266140723113,
43.7810945273632,2520.39800995025,-0.314912203283775,
43.7810945273632,2537.31343283582,-0.323524042035002,
43.7810945273632,2554.22885572139,-0.332111660238034,
43.7810945273632,2571.14427860697,-0.340685061154112,
43.7810945273632,2588.05970149254,-0.349254248044473,
43.7810945273632,2604.97512437811,-0.35782922417036,
43.7810945273632,2621.89054726368,-0.366419992793012,
43.7810945273632,2638.80597014925,-0.375039898663251,
43.7810945273632,2655.72139303483,-0.383700927114965,
43.7810945273632,2672.6368159204,-0.392400671152755,
43.7810945273632,2689.55223880597,-0.401136152659555,
43.7810945273632,2706.46766169154,-0.409904393518296,
43.7810945273632,2723.38308457711,-0.41870241561191,
43.7810945273632,2740.29850746269,-0.427527240823332,
43.7810945273632,2757.21393034826,-0.436375891035492,
43.7810945273632,2774.12935323383,-0.445245388131323,
43.7810945273632,2791.0447761194,-0.454132670434895,
43.7810945273632,2807.96019900498,-0.46296082205648,
43.7810945273632,2824.87562189055,-0.471676734888626,
43.7810945273632,2841.79104477612,-0.480298716244952,
43.7810945273632,2858.70646766169,-0.488845073439078,
43.7810945273632,2875.62189054726,-0.49733411378462,
43.7810945273632,2892.53731343284,-0.505784144595198,
43.7810945273632,2909.45273631841,-0.514213473184432,
43.7810945273632,2926.36815920398,-0.522640406865939,
43.7810945273632,2943.28358208955,-0.531083252953338,
43.7810945273632,2960.19900497512,-0.539558951019577,
43.7810945273632,2977.1144278607,-0.54806256503618,
43.7810945273632,2994.02985074627,-0.556590678077886,
43.7810945273632,3010.94527363184,-0.565144212901069,
43.7810945273632,3027.86069651741,-0.573724092262105,
43.7810945273632,3044.77611940298,-0.58233123891737,
43.7810945273632,3061.69154228856,-0.590966575623239,
43.7810945273632,3078.60696517413,-0.599631025136088,
43.7810945273632,3095.5223880597,-0.608325510212292,
43.7810945273632,3112.43781094527,-0.617050953608227,
43.7810945273632,3129.35323383085,-0.625747795482696,
43.7810945273632,3146.26865671642,-0.634208727987864,
43.7810945273632,3163.18407960199,-0.64245372899212,
43.7810945273632,3180.09950248756,-0.65052532368513,
43.7810945273632,3197.01492537313,-0.658466037256563,
43.7810945273632,3213.93034825871,-0.666318394896087,
43.7810945273632,3230.84577114428,-0.67412492179337,
43.7810945273632,3247.76119402985,-0.681928143138079,
43.7810945273632,3264.67661691542,-0.698741952718235,
43.7810945273632,3281.59203980099,-0.698741952718235,
65.6716417910448,0,1.02741293225641,
65.6716417910448,16.9154228855721,1.00723728592524,
65.6716417910448,33.8308457711443,0.988168718714015,
65.6716417910448,50.7462686567164,0.97025111618042,
65.6716417910448,67.6616915422886,0.953528363882143,
65.6716417910448,84.5771144278607,0.938044347376873,
65.6716417910448,101.492537313433,0.923842952222299,
65.6716417910448,118.407960199005,0.910968063976108,
65.6716417910448,135.323383084577,0.899463568195989,
65.6716417910448,152.238805970149,0.88937335043963,
65.6716417910448,169.154228855721,0.880682325978382,
65.6716417910448,186.069651741294,0.872467548709018,
