Speed[r/min],Torque[Nm],Power Factor,
481.592039800995,1065.67164179104,0.841203328393151,
481.592039800995,1082.58706467662,0.83962781508724,
481.592039800995,1099.50248756219,0.838067822071823,
481.592039800995,1116.41791044776,0.836520618974644,
481.592039800995,1133.33333333333,0.834983475423448,
481.592039800995,1150.24875621891,0.833453707649249,
481.592039800995,1167.16417910448,0.831938622301614,
481.592039800995,1184.07960199005,0.830443262637838,
481.592039800995,1200.99502487562,0.828965137232456,
481.592039800995,1217.91044776119,0.827501754660005,
481.592039800995,1234.82587064677,0.826050623495019,
481.592039800995,1251.74129353234,0.824609252312035,
481.592039800995,1268.65671641791,0.823175149685588,
481.592039800995,1285.57213930348,0.821745824190215,
481.592039800995,1302.48756218905,0.820318784400451,
481.592039800995,1319.40298507463,0.818892673231902,
481.592039800995,1336.3184079602,0.817480602980176,
481.592039800995,1353.23383084577,0.816093522726439,
481.592039800995,1370.14925373134,0.814739780325394,
481.592039800995,1387.06467661692,0.813427723631743,
481.592039800995,1403.98009950249,0.812165700500189,
481.592039800995,1420.89552238806,0.810962058785436,
481.592039800995,1437.81094527363,0.809825146342187,
481.592039800995,1454.7263681592,0.808763311025143,
481.592039800995,1471.64179104478,0.80778490068901,
481.592039800995,1488.55721393035,0.80687981658858,
481.592039800995,1505.47263681592,0.805989947719343,
481.592039800995,1522.38805970149,0.805105886507389,
481.592039800995,1539.30348258706,0.804222658456686,
481.592039800995,1556.21890547264,0.803335289071204,
481.592039800995,1573.13432835821,0.802438803854911,
481.592039800995,1590.04975124378,0.801528228311775,
481.592039800995,1606.96517412935,0.800598587945766,
481.592039800995,1623.88059701493,0.799644908260852,
481.592039800995,1640.7960199005,0.798662214761002,
481.592039800995,1657.71144278607,0.797674860532211,
481.592039800995,1674.62686567164,0.796712255827209,
481.592039800995,1691.54228855721,0.795769878097911,
481.592039800995,1708.45771144279,0.794843156812222,
481.592039800995,1725.37313432836,0.79392752143805,
481.592039800995,1742.28855721393,0.7930184014433,
481.592039800995,1759.2039800995,0.792111226295879,
481.592039800995,1776.11940298507,0.791201425463693,
481.592039800995,1793.03482587065,0.790284428414648,
481.592039800995,1809.95024875622,0.78935594304657,
481.592039800995,1826.86567164179,0.788418727827548,
481.592039800995,1843.78109452736,0.787475744973623,
481.592039800995,1860.69651741294,0.78652816187192,
481.592039800995,1877.61194029851,0.785577145909565,
481.592039800995,1894.52736318408,0.784623864473685,
481.592039800995,1911.44278606965,0.783669484951405,
481.592039800995,1928.35820895522,0.782715174729852,
481.592039800995,1945.2736318408,0.781762101196152,
481.592039800995,1962.18905472637,0.78081143173743,
481.592039800995,1979.10447761194,0.779863654083981,
481.592039800995,1996.01990049751,0.77891625863497,
481.592039800995,2012.93532338308,0.777969105537836,
481.592039800995,2029.85074626866,0.777022468204455,
481.592039800995,2046.76616915423,0.776076620046702,
481.592039800995,2063.6815920398,0.775131834476451,
481.592039800995,2080.59701492537,0.774188384905578,
481.592039800995,2097.51243781094,0.773246544745958,
481.592039800995,2114.42786069652,0.772306587409464,
481.592039800995,2131.34328358209,0.771368786307974,
481.592039800995,2148.25870646766,0.770439243380966,
481.592039800995,2165.17412935323,0.769525713177786,
481.592039800995,2182.08955223881,0.768623996825265,
481.592039800995,2199.00497512438,0.767729694587687,
481.592039800995,2215.92039800995,0.766838406729336,
481.592039800995,2232.83582089552,0.765945733514495,
481.592039800995,2249.75124378109,0.765047275207448,
481.592039800995,2266.66666666667,0.764138632072479,
481.592039800995,2283.58208955224,0.763215404373871,
481.592039800995,2300.49751243781,0.762273414572255,
481.592039800995,2317.41293532338,0.761322801174089,
481.592039800995,2334.32835820895,0.760372591073523,
481.592039800995,2351.24378109453,0.759424948388199,
481.592039800995,2368.1592039801,0.758482037235759,
481.592039800995,2385.07462686567,0.757546021733845,
481.592039800995,2401.99004975124,0.756619066000101,
481.592039800995,2418.90547263682,0.755703334152168,
481.592039800995,2435.82089552239,0.754800990307687,
481.592039800995,2452.73631840796,0.753914198584303,
481.592039800995,2469.65174129353,0.753044844393723,
481.592039800995,2486.5671641791,0.752190100410177,
481.592039800995,2503.48258706468,0.751343863872436,
481.592039800995,2520.39800995025,0.750500048859438,
481.592039800995,2537.31343283582,0.749652569450121,
481.592039800995,2554.22885572139,0.748795339723423,
481.592039800995,2571.14427860697,0.747922273758283,
481.592039800995,2588.05970149254,0.747027285633639,
481.592039800995,2604.97512437811,0.746104289428428,
481.592039800995,2621.89054726368,0.745147199221589,
481.592039800995,2638.80597014925,0.744161696570393,
481.592039800995,2655.72139303483,0.74317528281848,
481.592039800995,2672.6368159204,0.742190428494809,
481.592039800995,2689.55223880597,0.741208198912156,
481.592039800995,2706.46766169154,0.740229659383297,
481.592039800995,2723.38308457711,0.739255875221009,
481.592039800995,2740.29850746269,0.738287911738067,
481.592039800995,2757.21393034826,0.737326834247248,
481.592039800995,2774.12935323383,0.736373708061327,
481.592039800995,2791.0447761194,0.735429600483961,
481.592039800995,2807.96019900498,0.734496962633661,
481.592039800995,2824.87562189055,0.733576272634859,
481.592039800995,2841.79104477612,0.732665978821825,
481.592039800995,2858.70646766169,0.731764529528831,
481.592039800995,2875.62189054726,0.730870373090149,
481.592039800995,2892.53731343284,0.72998195784005,
481.592039800995,2909.45273631841,0.729097732112807,
481.592039800995,2926.36815920398,0.728216144242691,
481.592039800995,2943.28358208955,0.727335642563974,
481.592039800995,2960.19900497512,0.726454224556519,
481.592039800995,2977.1144278607,0.72556485582231,
481.592039800995,2994.02985074627,0.724665662357324,
481.592039800995,3010.94527363184,0.723756753779914,
481.592039800995,3027.86069651741,0.722838239708432,
481.592039800995,3044.77611940298,0.72191022976123,
481.592039800995,3061.69154228856,0.720972833556661,
481.592039800995,3078.60696517413,0.720026160713076,
481.592039800995,3095.5223880597,0.719070320848829,
481.592039800995,3112.43781094527,0.71810542358227,
481.592039800995,3129.35323383085,0.717128461994487,
481.592039800995,3146.26865671642,0.716124794790807,
481.592039800995,3163.18407960199,0.715086600997746,
481.592039800995,3180.09950248756,0.714007008792478,
481.592039800995,3197.01492537313,0.712879146352178,
481.592039800995,3213.93034825871,0.711696141854019,
481.592039800995,3230.84577114428,0.710451123475174,
481.592039800995,3247.76119402985,0.708264532264702,
481.592039800995,3264.67661691542,0.708264532264702,
503.482587064677,0,0,
503.482587064677,16.9154228855721,0.181301122854864,
503.482587064677,33.8308457711443,0.346997132126618,
503.482587064677,50.7462686567164,0.496145291353938,
503.482587064677,67.6616915422886,0.627802864075499,
503.482587064677,84.5771144278607,0.741027113829978,
503.482587064677,101.492537313433,0.834875304156049,
503.482587064677,118.407960199005,0.908404698592388,
503.482587064677,135.323383084577,0.960672560677672,
503.482587064677,152.238805970149,0.990736153950575,
503.482587064677,169.154228855721,0.998667060478779,
503.482587064677,186.069651741294,1.00017510282107,
503.482587064677,202.985074626866,1.00090712984368,
503.482587064677,219.900497512438,1.00085549186267,
503.482587064677,236.81592039801,1.00001253919412,
503.482587064677,253.731343283582,0.998370622154099,
503.482587064677,270.646766169154,0.995922091058672,
503.482587064677,287.562189054726,0.992659296223912,
503.482587064677,304.477611940298,0.988574587965889,
503.482587064677,321.393034825871,0.983660316600675,
503.482587064677,338.308457711443,0.97801262153672,
503.482587064677,355.223880597015,0.972096108758515,
503.482587064677,372.139303482587,0.966029178293486,
503.482587064677,389.054726368159,0.959883210935028,
503.482587064677,405.970149253731,0.953729587476536,
503.482587064677,422.885572139303,0.947639688711406,
503.482587064677,439.800995024876,0.941684895433033,
503.482587064677,456.716417910448,0.935936588434811,
503.482587064677,473.63184079602,0.930466148510137,
503.482587064677,490.547263681592,0.925344956452406,
503.482587064677,507.462686567164,0.920468845262944,
503.482587064677,524.378109452736,0.915642794170739,
503.482587064677,541.293532338308,0.910935738482556,
503.482587064677,558.208955223881,0.906419388549624,
503.482587064677,575.124378109453,0.902165454723175,
503.482587064677,592.039800995025,0.898245647354439,
503.482587064677,608.955223880597,0.894731676794646,
503.482587064677,625.870646766169,0.891695253395028,
503.482587064677,642.786069651741,0.889208087506814,
503.482587064677,659.701492537313,0.887328372234555,
503.482587064677,676.616915422886,0.885597130297604,
503.482587064677,693.532338308458,0.883769433947723,
503.482587064677,710.44776119403,0.881858150790814,
503.482587064677,727.363184079602,0.879876148432782,
503.482587064677,744.278606965174,0.87783629447953,
503.482587064677,761.194029850746,0.875751456536963,
503.482587064677,778.109452736318,0.873634502210985,
503.482587064677,795.02487562189,0.871498299107499,
503.482587064677,811.940298507463,0.869355714832408,
503.482587064677,828.855721393035,0.867221229013033,
503.482587064677,845.771144278607,0.86511497408644,
503.482587064677,862.686567164179,0.863043333128914,
503.482587064677,879.601990049751,0.861010411461453,
503.482587064677,896.517412935323,0.859020314405055,
503.482587064677,913.432835820895,0.857077147280718,
503.482587064677,930.348258706468,0.855185015409441,
503.482587064677,947.26368159204,0.85334802411222,
503.482587064677,964.179104477612,0.851570278710054,
503.482587064677,981.094527363184,0.849855884523941,
503.482587064677,998.009950248756,0.84819463434379,
503.482587064677,1014.92537313433,0.84655518666016,
503.482587064677,1031.8407960199,0.844933890777052,
503.482587064677,1048.75621890547,0.843328224583401,
503.482587064677,1065.67164179104,0.841735665968142,
503.482587064677,1082.58706467662,0.840153692820211,
503.482587064677,1099.50248756219,0.838579783028542,
503.482587064677,1116.41791044776,0.837011414482072,
503.482587064677,1133.33333333333,0.835446065069736,
503.482587064677,1150.24875621891,0.833881277750229,
503.482587064677,1167.16417910448,0.832328567986153,
503.482587064677,1184.07960199005,0.830796372081453,
503.482587064677,1200.99502487562,0.829282623526996,
503.482587064677,1217.91044776119,0.827785255813648,
503.482587064677,1234.82587064677,0.826302202432275,
503.482587064677,1251.74129353234,0.824831396873744,
503.482587064677,1268.65671641791,0.823370772628921,
503.482587064677,1285.57213930348,0.821918263188673,
503.482587064677,1302.48756218905,0.820471802043865,
503.482587064677,1319.40298507463,0.819030900310846,
503.482587064677,1336.3184079602,0.817612634885038,
503.482587064677,1353.23383084577,0.816225984954131,
503.482587064677,1370.14925373134,0.814875768174698,
503.482587064677,1387.06467661692,0.813566802203309,
503.482587064677,1403.98009950249,0.812303904696539,
503.482587064677,1420.89552238806,0.811091893310958,
503.482587064677,1437.81094527363,0.80993558570314,
503.482587064677,1454.7263681592,0.808839799529657,
503.482587064677,1471.64179104478,0.807809352447081,
503.482587064677,1488.55721393035,0.806833087805176,
503.482587064677,1505.47263681592,0.805861281969622,
503.482587064677,1522.38805970149,0.804889770758461,
503.482587064677,1539.30348258706,0.803918350818353,
503.482587064677,1556.21890547264,0.802946818795959,
503.482587064677,1573.13432835821,0.801974971337939,
503.482587064677,1590.04975124378,0.801002605090954,
503.482587064677,1606.96517412935,0.800029516701665,
503.482587064677,1623.88059701493,0.799055502816731,
503.482587064677,1640.7960199005,0.798080360082812,
503.482587064677,1657.71144278607,0.797121705696632,
503.482587064677,1674.62686567164,0.796195365042943,
503.482587064677,1691.54228855721,0.795293821711896,
503.482587064677,1708.45771144279,0.794409528221021,
503.482587064677,1725.37313432836,0.793534937087848,
503.482587064677,1742.28855721393,0.792662500829906,
503.482587064677,1759.2039800995,0.791784671964727,
503.482587064677,1776.11940298507,0.79089390300984,
503.482587064677,1793.03482587065,0.789982646482776,
503.482587064677,1809.95024875622,0.789044076067171,
503.482587064677,1826.86567164179,0.788088396874025,
503.482587064677,1843.78109452736,0.787123330904739,
503.482587064677,1860.69651741294,0.786151521819387,
503.482587064677,1877.61194029851,0.785175613278038,
503.482587064677,1894.52736318408,0.784198248940764,
503.482587064677,1911.44278606965,0.783222072467638,
503.482587064677,1928.35820895522,0.78224972751873,
503.482587064677,1945.2736318408,0.781283857754112,
503.482587064677,1962.18905472637,0.780327106833855,
503.482587064677,1979.10447761194,0.779381155739007,
503.482587064677,1996.01990049751,0.778442254705739,
503.482587064677,2012.93532338308,0.777508346300107,
503.482587064677,2029.85074626866,0.776577860418921,
503.482587064677,2046.76616915423,0.775649226958986,
503.482587064677,2063.6815920398,0.774720875817111,
503.482587064677,2080.59701492537,0.773791236890103,
503.482587064677,2097.51243781094,0.772858740074771,
503.482587064677,2114.42786069652,0.77192181526792,
503.482587064677,2131.34328358209,0.77097889236636,
503.482587064677,2148.25870646766,0.770034031214809,
503.482587064677,2165.17412935323,0.76909520474795,
503.482587064677,2182.08955223881,0.768160571752243,
503.482587064677,2199.00497512438,0.767228112356048,
503.482587064677,2215.92039800995,0.766295806687727,
503.482587064677,2232.83582089552,0.765361634875641,
503.482587064677,2249.75124378109,0.764423577048151,
503.482587064677,2266.66666666667,0.763479613333618,
503.482587064677,2283.58208955224,0.762527723860403,
503.482587064677,2300.49751243781,0.761566110164899,
503.482587064677,2317.41293532338,0.760606328484897,
503.482587064677,2334.32835820895,0.759656081142183,
503.482587064677,2351.24378109453,0.758715725378765,
503.482587064677,2368.1592039801,0.757785618436649,
503.482587064677,2385.07462686567,0.756866117557844,
503.482587064677,2401.99004975124,0.755957579984355,
503.482587064677,2418.90547263682,0.755060362958192,
503.482587064677,2435.82089552239,0.75417482372136,
503.482587064677,2452.73631840796,0.753301319515868,
503.482587064677,2469.65174129353,0.752439824174382,
503.482587064677,2486.5671641791,0.751585887506559,
503.482587064677,2503.48258706468,0.750734130134266,
503.482587064677,2520.39800995025,0.749879504762406,
503.482587064677,2537.31343283582,0.749016964095882,
503.482587064677,2554.22885572139,0.748141460839596,
503.482587064677,2571.14427860697,0.747247947698452,
503.482587064677,2588.05970149254,0.746331377377353,
503.482587064677,2604.97512437811,0.745386702581202,
503.482587064677,2621.89054726368,0.744408876014902,
503.482587064677,2638.80597014925,0.743403889265644,
503.482587064677,2655.72139303483,0.742398033725062,
503.482587064677,2672.6368159204,0.741393956849576,
503.482587064677,2689.55223880597,0.740392984035693,
503.482587064677,2706.46766169154,0.739396440679923,
503.482587064677,2723.38308457711,0.738405652178772,
503.482587064677,2740.29850746269,0.737421943928749,
503.482587064677,2757.21393034826,0.736446641326362,
503.482587064677,2774.12935323383,0.735481069768119,
503.482587064677,2791.0447761194,0.734526558126126,
503.482587064677,2807.96019900498,0.733587056805415,
503.482587064677,2824.87562189055,0.732663841304232,
503.482587064677,2841.79104477612,0.731754823264903,
503.482587064677,2858.70646766169,0.730857914329756,
503.482587064677,2875.62189054726,0.729971026141116,
503.482587064677,2892.53731343284,0.729092070341309,
503.482587064677,2909.45273631841,0.728218958572662,
503.482587064677,2926.36815920398,0.727349602477501,
503.482587064677,2943.28358208955,0.726481913698153,
503.482587064677,2960.19900497512,0.725613162547031,
503.482587064677,2977.1144278607,0.724733469940587,
503.482587064677,2994.02985074627,0.723840315155449,
503.482587064677,3010.94527363184,0.722934001240206,
503.482587064677,3027.86069651741,0.722014831243445,
503.482587064677,3044.77611940298,0.721083108213756,
503.482587064677,3061.69154228856,0.720139135199728,
503.482587064677,3078.60696517413,0.719183215249949,
503.482587064677,3095.5223880597,0.718215651413008,
503.482587064677,3112.43781094527,0.717236746737493,
503.482587064677,3129.35323383085,0.7162431991312,
503.482587064677,3146.26865671642,0.71521907504197,
503.482587064677,3163.18407960199,0.714157336341519,
503.482587064677,3180.09950248756,0.713052086590014,
503.482587064677,3197.01492537313,0.711897429347617,
503.482587064677,3213.93034825871,0.710687468174495,
503.482587064677,3230.84577114428,0.70941630663081,
503.482587064677,3247.76119402985,0.707319973478955,
503.482587064677,3264.67661691542,0.707319973478955,
525.373134328358,0,0,
525.373134328358,16.9154228855721,0.180804476872963,
525.373134328358,33.8308457711443,0.346041457520238,
525.373134328358,50.7462686567164,0.494788998721695,
525.373134328358,67.6616915422886,0.626125157257204,
525.373134328358,84.5771144278607,0.739127989906634,
525.373134328358,101.492537313433,0.832875553449857,
525.373134328358,118.407960199005,0.906445904666741,
525.373134328358,135.323383084577,0.958917100337157,
525.373134328358,152.238805970149,0.989367197240975,
525.373134328358,169.154228855721,0.997878325699134,
525.373134328358,186.069651741294,1.00000497097461,
525.373134328358,202.985074626866,1.00132222182882,
525.373134328358,219.900497512438,1.00180544106375,
525.373134328358,236.81592039801,1.00142999148136,
525.373134328358,253.731343283582,1.00017123588365,
525.373134328358,270.646766169154,0.998004537072571,
525.373134328358,287.562189054726,0.994905257850111,
525.373134328358,304.477611940298,0.990848761018241,
525.373134328358,321.393034825871,0.985810409378936,
525.373134328358,338.308457711443,0.979901415687447,
525.373134328358,355.223880597015,0.973717814076697,
525.373134328358,372.139303482587,0.967405785416756,
525.373134328358,389.054726368159,0.961050133129213,
525.373134328358,405.970149253731,0.954735660635652,
525.373134328358,422.885572139303,0.948547171357662,
525.373134328358,439.800995024876,0.942569468716829,
525.373134328358,456.716417910448,0.93688735613474,
525.373134328358,473.63184079602,0.931585637032983,
525.373134328358,490.547263681592,0.926749114833143,
525.373134328358,507.462686567164,0.922245362545304,
525.373134328358,524.378109452736,0.917808264626035,
525.373134328358,541.293532338308,0.913483895586349,
525.373134328358,558.208955223881,0.909321689532552,
525.373134328358,575.124378109453,0.905371080570951,
525.373134328358,592.039800995025,0.90168150280785,
525.373134328358,608.955223880597,0.898302390349556,
525.373134328358,625.870646766169,0.895283177302374,
525.373134328358,642.786069651741,0.892673297772611,
525.373134328358,659.701492537313,0.890511420335085,
525.373134328358,676.616915422886,0.888429023899489,
525.373134328358,693.532338308458,0.886241235724808,
525.373134328358,710.44776119403,0.883970727252992,
525.373134328358,727.363184079602,0.881640169925989,
525.373134328358,744.278606965174,0.879272235185748,
525.373134328358,761.194029850746,0.876889594474218,
525.373134328358,778.109452736318,0.874514919233348,
525.373134328358,795.02487562189,0.872170880905087,
525.373134328358,811.940298507463,0.869880150931384,
525.373134328358,828.855721393035,0.867661141390388,
525.373134328358,845.771144278607,0.865500946576966,
525.373134328358,862.686567164179,0.863396548082717,
525.373134328358,879.601990049751,0.8613489293096,
525.373134328358,896.517412935323,0.859359073659575,
525.373134328358,913.432835820895,0.857427964534603,
525.373134328358,930.348258706468,0.855556585336645,
525.373134328358,947.26368159204,0.85374591946766,
525.373134328358,964.179104477612,0.851996950329609,
525.373134328358,981.094527363184,0.850310661324453,
525.373134328358,998.009950248756,0.84867328256276,
525.373134328358,1014.92537313433,0.847051087311088,
525.373134328358,1031.8407960199,0.845440510520885,
525.373134328358,1048.75621890547,0.843839179378171,
525.373134328358,1065.67164179104,0.842244721068962,
525.373134328358,1082.58706467662,0.840654762779276,
525.373134328358,1099.50248756219,0.839066931695131,
525.373134328358,1116.41791044776,0.837478855002543,
525.373134328358,1133.33333333333,0.835888159887532,
525.373134328358,1150.24875621891,0.834292550079444,
525.373134328358,1167.16417910448,0.832706248968758,
525.373134328358,1184.07960199005,0.831140147046981,
525.373134328358,1200.99502487562,0.829592842387199,
525.373134328358,1217.91044776119,0.828062933062496,
525.373134328358,1234.82587064677,0.826549017145957,
525.373134328358,1251.74129353234,0.825049692710666,
525.373134328358,1268.65671641791,0.823563557829708,
525.373134328358,1285.57213930348,0.822089210576169,
525.373134328358,1302.48756218905,0.820625249023131,
525.373134328358,1319.40298507463,0.819172162228976,
525.373134328358,1336.3184079602,0.817749803373396,
525.373134328358,1353.23383084577,0.816364955883613,
525.373134328358,1370.14925373134,0.81501905565363,
525.373134328358,1387.06467661692,0.813713538577452,
525.373134328358,1403.98009950249,0.812449840549085,
525.373134328358,1420.89552238806,0.811229397462531,
525.373134328358,1437.81094527363,0.810053645211797,
525.373134328358,1454.7263681592,0.808924019690885,
525.373134328358,1471.64179104478,0.807841956793802,
525.373134328358,1488.55721393035,0.806795649442176,
525.373134328358,1505.47263681592,0.805744560981019,
525.373134328358,1522.38805970149,0.804689569253913,
525.373134328358,1539.30348258706,0.803634967009425,
525.373134328358,1556.21890547264,0.802585046996122,
525.373134328358,1573.13432835821,0.801544101962572,
525.373134328358,1590.04975124378,0.800516424657342,
525.373134328358,1606.96517412935,0.799506307828999,
525.373134328358,1623.88059701493,0.798518044226111,
525.373134328358,1640.7960199005,0.797555926597245,
525.373134328358,1657.71144278607,0.796629755575905,
525.373134328358,1674.62686567164,0.795740976166643,
525.373134328358,1691.54228855721,0.794879452096677,
525.373134328358,1708.45771144279,0.794035034417123,
525.373134328358,1725.37313432836,0.793197574179097,
525.373134328358,1742.28855721393,0.792356922433717,
525.373134328358,1759.2039800995,0.791502930232098,
525.373134328358,1776.11940298507,0.790625448625357,
525.373134328358,1793.03482587065,0.789714328664611,
525.373134328358,1809.95024875622,0.788760651920465,
525.373134328358,1826.86567164179,0.787783618817914,
525.373134328358,1843.78109452736,0.786795888392533,
525.373134328358,1860.69651741294,0.785801125794558,
525.373134328358,1877.61194029851,0.784802996174226,
525.373134328358,1894.52736318408,0.783805164681773,
525.373134328358,1911.44278606965,0.782811296467435,
525.373134328358,1928.35820895522,0.781825056681448,
525.373134328358,1945.2736318408,0.780850110474048,
525.373134328358,1962.18905472637,0.779890122995471,
525.373134328358,1979.10447761194,0.778947436759781,
525.373134328358,1996.01990049751,0.778016585202465,
525.373134328358,2012.93532338308,0.777093938648595,
525.373134328358,2029.85074626866,0.776176508215876,
525.373134328358,2046.76616915423,0.775261305022012,
525.373134328358,2063.6815920398,0.774345340184706,
525.373134328358,2080.59701492537,0.773425624821663,
525.373134328358,2097.51243781094,0.772499170050587,
525.373134328358,2114.42786069652,0.771562986989181,
525.373134328358,2131.34328358209,0.77061408675515,
525.373134328358,2148.25870646766,0.769654724434601,
525.373134328358,2165.17412935323,0.768692797800049,
525.373134328358,2182.08955223881,0.767728556915896,
525.373134328358,2199.00497512438,0.766762098683444,
525.373134328358,2215.92039800995,0.765793520003991,
525.373134328358,2232.83582089552,0.764822917778839,
525.373134328358,2249.75124378109,0.763850388909287,
525.373134328358,2266.66666666667,0.762876030296635,
525.373134328358,2283.58208955224,0.761899938842183,
525.373134328358,2300.49751243781,0.760922422596857,
525.373134328358,2317.41293532338,0.759955744680405,
525.373134328358,2334.32835820895,0.759006137724614,
525.373134328358,2351.24378109453,0.758072395102765,
525.373134328358,2368.1592039801,0.75715331018814,
525.373134328358,2385.07462686567,0.756247676354019,
525.373134328358,2401.99004975124,0.755354286973685,
525.373134328358,2418.90547263682,0.754471935420418,
525.373134328358,2435.82089552239,0.7535994150675,
525.373134328358,2452.73631840796,0.752735519288213,
525.373134328358,2469.65174129353,0.751878604530429,
525.373134328358,2486.5671641791,0.751023133747221,
525.373134328358,2503.48258706468,0.750164505113037,
525.373134328358,2520.39800995025,0.749298667463814,
525.373134328358,2537.31343283582,0.748421569635487,
525.373134328358,2554.22885572139,0.747529160463994,
525.373134328358,2571.14427860697,0.746617388785272,
525.373134328358,2588.05970149254,0.745682203435256,
525.373134328358,2604.97512437811,0.744719553249883,
525.373134328358,2621.89054726368,0.743725387065091,
525.373134328358,2638.80597014925,0.742705583190297,
525.373134328358,2655.72139303483,0.741684261104676,
525.373134328358,2672.6368159204,0.740664254730945,
525.373134328358,2689.55223880597,0.739647208377621,
525.373134328358,2706.46766169154,0.738634766353219,
525.373134328358,2723.38308457711,0.737628572966256,
525.373134328358,2740.29850746269,0.736630272525247,
525.373134328358,2757.21393034826,0.735641509338709,
525.373134328358,2774.12935323383,0.734663927715157,
525.373134328358,2791.0447761194,0.733699176782406,
525.373134328358,2807.96019900498,0.732752630099787,
525.373134328358,2824.87562189055,0.731826286511246,
525.373134328358,2841.79104477612,0.730917558572492,
525.373134328358,2858.70646766169,0.73002385883923,
525.373134328358,2875.62189054726,0.729142599867169,
525.373134328358,2892.53731343284,0.728271194212014,
525.373134328358,2909.45273631841,0.727407054429473,
525.373134328358,2926.36815920398,0.726547593075252,
525.373134328358,2943.28358208955,0.725690222705058,
525.373134328358,2960.19900497512,0.724831554571046,
525.373134328358,2977.1144278607,0.723959289193472,
525.373134328358,2994.02985074627,0.723070367996959,
525.373134328358,3010.94527363184,0.722165266128628,
525.373134328358,3027.86069651741,0.7212444587356,
525.373134328358,3044.77611940298,0.720308420964995,
525.373134328358,3061.69154228856,0.719357627963935,
525.373134328358,3078.60696517413,0.718392554879539,
525.373134328358,3095.5223880597,0.717413676858928,
525.373134328358,3112.43781094527,0.716421469049222,
525.373134328358,3129.35323383085,0.715411672762642,
525.373134328358,3146.26865671642,0.714364890850607,
525.373134328358,3163.18407960199,0.713275167396093,
525.373134328358,3180.09950248756,0.712138122168207,
525.373134328358,3197.01492537313,0.710949374936053,
525.373134328358,3213.93034825871,0.709704545468736,
525.373134328358,3230.84577114428,0.70839925353536,
525.373134328358,3247.76119402985,0.706375414693208,
525.373134328358,3264.67661691542,0.706375414693208,
547.26368159204,0,0,
547.26368159204,16.9154228855721,0.180271994378541,
547.26368159204,33.8308457711443,0.345018875308296,
547.26368159204,50.7462686567164,0.493339084515524,
547.26368159204,67.6616915422886,0.624331063726487,
547.26368159204,84.5771144278607,0.737093254667444,
547.26368159204,101.492537313433,0.830724099064656,
547.26368159204,118.407960199005,0.904322038644381,
547.26368159204,135.323383084577,0.956985515132882,
547.26368159204,152.238805970149,0.987812970256417,
547.26368159204,169.154228855721,0.996896473013245,
547.26368159204,186.069651741294,0.999632035578098,
547.26368159204,202.985074626866,1.00152316144516,
547.26368159204,219.900497512438,1.00252969300531,
547.26368159204,236.81592039801,1.00261147264944,
547.26368159204,253.731343283582,1.00172834276844,
547.26368159204,270.646766169154,0.999840145753179,
547.26368159204,287.562189054726,0.996906723994558,
547.26368159204,304.477611940298,0.992887919883457,
547.26368159204,321.393034825871,0.987743575810762,
547.26368159204,338.308457711443,0.981600576906474,
547.26368159204,355.223880597015,0.97518267269334,
547.26368159204,372.139303482587,0.968661407359056,
547.26368159204,389.054726368159,0.96213290201128,
547.26368159204,405.970149253731,0.955693277757672,
547.26368159204,422.885572139303,0.94943865570589,
547.26368159204,439.800995024876,0.943465156963593,
547.26368159204,456.716417910448,0.937868902638441,
547.26368159204,473.63184079602,0.932746013838093,
547.26368159204,490.547263681592,0.928192611670206,
547.26368159204,507.462686567164,0.924050823223474,
547.26368159204,524.378109452736,0.919990511068703,
547.26368159204,541.293532338308,0.916035728934681,
547.26368159204,558.208955223881,0.912214402928244,
547.26368159204,575.124378109453,0.908554459156229,
547.26368159204,592.039800995025,0.905083823725473,
547.26368159204,608.955223880597,0.901830422742811,
547.26368159204,625.870646766169,0.898822182315081,
547.26368159204,642.786069651741,0.89608702854912,
547.26368159204,659.701492537313,0.893644867390994,
547.26368159204,676.616915422886,0.891217753042329,
547.26368159204,693.532338308458,0.88867996605957,
547.26368159204,710.44776119403,0.886063011329944,
547.26368159204,727.363184079602,0.883398393740676,
547.26368159204,744.278606965174,0.880717618178993,
547.26368159204,761.194029850746,0.878052189532122,
547.26368159204,778.109452736318,0.875433612687288,
547.26368159204,795.02487562189,0.872893392531718,
547.26368159204,811.940298507463,0.870463033952639,
547.26368159204,828.855721393035,0.868164129287583,
547.26368159204,845.771144278607,0.865951632621666,
547.26368159204,862.686567164179,0.863813589367598,
547.26368159204,879.601990049751,0.8617481269433,
547.26368159204,896.517412935323,0.859753372766696,
547.26368159204,913.432835820895,0.857827454255709,
547.26368159204,930.348258706468,0.855968498828264,
547.26368159204,947.26368159204,0.854174633902282,
547.26368159204,964.179104477612,0.852443986895689,
547.26368159204,981.094527363184,0.850774685226406,
547.26368159204,998.009950248756,0.849150290573988,
547.26368159204,1014.92537313433,0.847536204607788,
547.26368159204,1031.8407960199,0.845928972985941,
547.26368159204,1048.75621890547,0.844326342832365,
547.26368159204,1065.67164179104,0.842726061270977,
547.26368159204,1082.58706467662,0.841125875425696,
547.26368159204,1099.50248756219,0.83952353242044,
547.26368159204,1116.41791044776,0.837916779379127,
547.26368159204,1133.33333333333,0.836303363425676,
547.26368159204,1150.24875621891,0.834681113043133,
547.26368159204,1167.16417910448,0.833065538746942,
547.26368159204,1184.07960199005,0.831469034926679,
