RPM,Ld,Lq,Torque_Mag[Nm],Torque_Rel[Nm],Total_Torque[Nm],Efficiency[%],Voltage(V)
0.0,0.006649867362355737,0.021296566685925084,614.3339822060734,1446.1821700148435,2060.516152220917,0.0,23.7880066848053
0.0,0.0066476661444422,0.021226632048168992,617.6293304409519,1459.7713467837093,2077.400677224661,0.0,23.8882287398452
0.0,0.0066453699886473375,0.021157175760471218,620.9098749267109,1473.3595494917306,2094.2694244184413,0.0,23.9961219799448
0.0,0.006642981745305667,0.021088184295126117,624.1741693591025,1486.9443901229617,2111.1185594820645,0.0,24.1110033880349
0.0,0.0066405039688534045,0.021019645569029726,627.4207158395803,1500.5234835947044,2127.9441994342847,0.0,24.2321899470462
0.0,0.006637969813914455,0.02095189832524328,630.6418359599685,1514.1233391351843,2144.7651750951527,0.0,24.3592925416135
0.0,0.006635418812904349,0.020885408411364728,633.8307936160611,1527.7856823251668,2161.6164759412277,0.0,24.4927259338783
0.0,0.006632826863976631,0.020819944996369653,636.9956383196183,1541.4977074616602,2178.4933457812785,0.0,24.6328408145196
0.0,0.006630170713289176,0.020755264627141397,640.1449329229674,1555.2448698138915,2195.3898027368587,0.0,24.7799825232223
0.0,0.006627428939580517,0.020691122986575536,643.2875271752928,1569.0118219059088,2212.2993490812014,0.0,24.934496399671
0.0,0.006624581864398316,0.02062727487830097,646.4325592247957,1582.7824016147688,2229.2149608395644,0.0,25.0967277835505
0.0,0.006621611470969404,0.02056347430114972,649.5894563517542,1596.5396196870452,2246.129076038799,0.0,25.2670220145454
0.0,0.006618501332067819,0.020499474614824393,652.7679349063492,1610.2656466574217,2263.033581563771,0.0,25.4457244323406
0.0,0.006615236547191504,0.020435028798071967,655.9779994250911,1623.941799152981,2279.919798578072,0.0,25.6331803766206
0.0,0.006611805549657771,0.02036990119474537,659.2295252706219,1637.5492938756292,2296.7788191462514,0.0,25.8296632274745
0.0,0.006608306782959228,0.02030458195263761,662.5057762605411,1651.1186949081437,2313.624471168685,0.0,26.0311488356376
0.0,0.006604796203375442,0.0202394785530418,665.7918864277046,1664.678470812914,2330.470357240619,0.0,26.234994900934
0.0,0.0066012660614099715,0.020174642325218,669.0857028870337,1678.233961224096,2347.31966411113,0.0,26.4409701928456
0.0,0.006597708550775417,0.02011012517394538,672.3849914969464,1691.7907765432608,2364.175768040207,0.0,26.6488434808543
0.0,0.0065941158110288806,0.020045979534317675,675.6874367536085,1705.3548023394221,2381.0422390930307,0.0,26.8583835344421
0.0,0.006590479930929672,0.019982258333576808,678.9906416248076,1718.93220361691,2397.922845241718,0.0,27.0693591230908
0.0,0.006586792952529917,0.019919014960064995,682.292127321005,1732.5294289437434,2414.8215562647483,0.0,27.2815390162823
0.0,0.006583046876009735,0.01985630323936518,685.5893330012373,1746.153214432078,2431.742547433315,0.0,27.4946919834986
0.0,0.006579233665264887,0.019794177417697064,688.879615411499,1759.8105875632818,2448.6902029747807,0.0,27.7085867942214
0.0,0.006575348059532734,0.01973264609220883,692.1609072392818,1773.5029461867,2465.663853425982,0.0,27.9230363675471
0.0,0.00657140629725266,0.019671394042568482,695.4362346825862,1787.1898200517085,2482.6260547342945,0.0,28.1382646979947
0.0,0.0065674125311971695,0.019610354773354082,698.7059563599618,1800.8620568076797,2499.5680131676413,0.0,28.3544319423092
0.0,0.006563366792360245,0.019549533092089056,701.9694737374007,1814.5196192904673,2516.489093027868,0.0,28.5716452633037
0.0,0.006559269048898693,0.01948893411043256,705.2261669830536,1828.1625180104716,2533.388684993525,0.0,28.7900118237917
0.0,0.006555119209370223,0.01942856323368718,708.4753948484904,1841.7908116701492,2550.2662065186396,0.0,29.0096387865864
0.0,0.006550917125887143,0.019368426150927827,711.7164945441681,1855.4046076612424,2567.1211022054104,0.0,29.2306333145012
0.0,0.006546662597191015,0.019308528825744246,714.9487816090044,1869.0040625416548,2583.952844150659,0.0,29.4531025703492
0.0,0.006542355371655696,0.01924887748759444,718.1715497738755,1882.5893824913578,2600.7609322652334,0.0,29.677153716944
0.0,0.006537995150223154,0.019189478623762628,721.384070818879,1896.1608237472196,2617.5448945660987,0.0,29.9028939170986
0.0,0.006533583570043901,0.019130402447382233,724.5858979884695,1909.728267833221,2634.3141658216905,0.0,30.1300982609266
0.0,0.006529130401356172,0.019071811115940755,727.7783166868911,1923.3168710612413,2651.0951877481325,0.0,30.3577901483174
0.0,0.006524645439771026,0.019013706476316797,730.9631361758167,1936.9289991419391,2667.8921353177557,0.0,30.5855682629061
0.0,0.006520138209383128,0.018956081710117582,734.1422030618342,1950.565810899796,2684.70801396163,0.0,30.8130678462686
0.0,0.006515618097771158,0.01889892951044379,737.3174110954207,1964.2284580075848,2701.5458691030053,0.0,31.0399241399808
0.0,0.006511094357997164,0.018842242091004612,740.4907014487948,1977.918083755681,2718.408785204476,0.0,31.2657723856184
0.0,0.006506576111009214,0.018786011195481758,743.6640629758073,1991.6358215331873,2735.2998845089946,0.0,31.4902478247573
0.0,0.006502072348436703,0.018730228107201437,746.8395324531401,2005.3827930114699,2752.22232546461,0.0,31.7129856989735
0.0,0.0064975919357696706,0.018674883659167984,750.0191948022502,2019.160106019731,2769.179300821981,0.0,31.9336212498427
0.0,0.006493143474356876,0.018619966890366667,753.2052401222087,2032.9687193032485,2786.1739594254573,0.0,32.1517884751487
0.0,0.006488608197739704,0.018564274894508674,756.4497870144615,2046.691540010868,2803.1413270253297,0.0,32.3661458056755
0.0,0.006483898971125574,0.01850701103152242,759.7873268882357,2060.247367438045,2820.0346943262807,0.0,32.5761689867873
0.0,0.00647904606012378,0.018448541919625413,763.203063883093,2073.669333620113,2836.872397503206,0.0,32.7825048919831
0.0,0.00647407789082468,0.018389234591223748,766.6817607006097,2086.992115974754,2853.6738766753638,0.0,32.9858003947621
0.0,0.00646902107102684,0.01832945564363356,770.2077442840917,2100.251959629612,2870.459703913704,0.0,33.1867023686231
0.0,0.006463900418256866,0.01826957059775824,773.7649096840561,2113.48670063507,2887.251610319126,0.0,33.3858576870653
0.0,0.006458738995495393,0.01820994346631832,777.3367220511074,2126.735790123445,2904.0725121745522,0.0,33.5839132235878
0.0,0.006453558155459989,0.018150936532095555,780.90621669487,2140.0403194727014,2920.946536167571,0.0,33.7815158516896
0.0,0.006448377594236728,0.01809291033595715,784.4559971451854,2153.4430465327864,2937.899043677972,0.0,33.9793124448697
0.0,0.0064432165917514125,0.018036160314763763,787.9683913795226,2166.9765237509046,2954.944915130427,0.0,34.1783111032213
0.0,0.006438100530750493,0.017980129469115362,791.4316780134704,2180.5206088700656,2971.952286883536,0.0,34.3837142949657
0.0,0.00643302875851744,0.017924683928661523,794.8418675181626,2194.0463267567925,2988.888194274955,0.0,34.5969380926236
0.0,0.006427994049449894,0.017869932572977698,798.195341430753,2207.572134369877,3005.76747580063,0.0,34.8178506061949
0.0,0.00642298924791387,0.017815983531296386,801.4884009150262,2221.117012493073,3022.6054134080996,0.0,35.0463199456795
0.0,0.0064180072791766305,0.01776294432095051,804.7172650839162,2234.7004710434153,3039.4177361273314,0.0,35.2822142210772
0.0,0.006413041160839706,0.01771092199400461,807.8780692418312,2248.3425547842485,3056.22062402608,0.0,35.525401542388
0.0,0.006408084014756093,0.01766002329238888,810.9668630463394,2262.0638494540945,3073.0307125004338,0.0,35.7757500196118
0.0,0.00640312907941471,0.017610354811905652,813.9796085888801,2275.885488320853,3089.865096909733,0.0,36.0331277627485
0.0,0.006398169722773269,0.017562023175542514,816.9121783943808,2289.829159170814,3106.741337565195,0.0,36.2974028817978
0.0,0.006393178658204402,0.017514431648726094,819.8128859551813,2303.8493080965413,3123.6621940517225,0.0,36.5660221752544
0.0,0.006388081704507361,0.017465102319171158,822.8691941806321,2317.7106839642415,3140.579878144874,0.0,36.83038941998
0.0,0.0063828869227972465,0.017414006945612445,826.084091545752,2331.4036101169727,3157.4877016627247,0.0,37.090851433717
0.0,0.0063776093381879735,0.01736137636076532,829.4410524233882,2344.9432927813277,3174.384345204716,0.0,37.3486508957464
0.0,0.006372262906892484,0.017307445584696855,832.9230523373647,2358.345916904264,3191.268969241629,0.0,37.6050304853493
0.0,0.00636686045871157,0.01725245267356182,836.5125799725771,2371.6287074122647,3208.1412873848417,0.0,37.8612328818064
0.0,0.006361413651492712,0.017196637721025126,840.1916471797634,2384.8099850062954,3225.001632186059,0.0,38.1185007643989
0.0,0.006355932938077312,0.017140242017858524,843.9417969269125,2397.909216414073,3241.8510133409854,0.0,38.3780768124076
0.0,0.006350427546244734,0.017083507373374718,847.7441091418384,2410.947058991133,3258.691168132971,0.0,38.6412037051135
0.0,0.006344475179179345,0.017022255173188817,851.8785021632146,2424.956102876419,3276.834605039634,0.0,38.9302142669314
0.0,0.006344475179179345,0.017022255173188817,851.8785021632146,2424.956102876419,3276.834605039634,0.0,38.9302142669314
21.8905472636816,0.0,0.0,0.0,0.0,0.0,0.0,12.6579391433164
21.8905472636816,0.003322969950108536,0.024586913208618884,17.93119783384964,0.19391510951600968,18.12511294336565,78.3461700250261,12.9021421031268
21.8905472636816,0.010271231106390668,0.02512442019098816,34.309901976833025,0.9644321680444152,35.27433414487744,80.4007447797506,13.2025747733591
21.8905472636816,0.00922044889906606,0.025979951381757353,48.68561218779903,3.2054751146899014,51.891087302488934,80.3753440040261,13.563202586028
21.8905472636816,0.008133681860683027,0.027064835314007208,60.94534595721458,7.378738492084918,68.32408444929949,79.8168576824282,13.9879909731481
21.8905472636816,0.0073502300122710775,0.028292304894628018,71.25600967186611,13.561075831390049,84.81708550325615,79.054718551488,14.4809053667342
21.8905472636816,0.0068108904038131175,0.029557923693981327,79.99599284929076,21.51601730390829,101.51201015319904,78.2012747679716,15.0459111988008
21.8905472636816,0.006450360768827398,0.030736821688897797,87.6842276727878,30.769377781760866,118.45360545454866,77.3050099880297,15.6869739013625
21.8905472636816,0.006226018433644049,0.03169205214303793,94.91201164973049,40.67423255926998,135.58624420900048,76.3900580408103,16.4080589064341
21.8905472636816,0.006114730846220149,0.03229461683716598,102.27970620213354,50.45682542711631,152.73653162924984,75.4696204382072,17.2131316460301
21.8905472636816,0.006104628606687498,0.03247079883219788,110.2817474005075,59.33295721317264,169.61470461368015,74.5557676004076,18.101406097305
21.8905472636816,0.006120226678890027,0.03250064745152001,118.36142371800696,68.08769955946048,186.44912327746744,73.7160345902725,18.9986672299354
21.8905472636816,0.006134761268761307,0.0324999221500508,126.24396452490468,77.11754459864372,203.3615091235484,72.9568591711596,19.8774437554643
21.8905472636816,0.006148283143185333,0.032475793722414235,133.9346928391123,86.38382675448727,220.31851959359958,72.2636794819851,20.7367010345724
21.8905472636816,0.006160853304341236,0.032433529747420475,141.43952050017035,95.85333940069562,237.29285990086595,71.6260440503251,21.5754044279406
21.8905472636816,0.006172540750704587,0.03237707192701735,148.76490448352436,105.4978233737079,254.26272785723228,71.0362148633343,22.3925192962495
21.8905472636816,0.006183420820970665,0.03230941730679394,155.91780681033563,115.29350831234298,271.2113151226786,70.4883079227945,23.18701100018
21.8905472636816,0.006193573908951389,0.03223287676068137,162.90565783465118,125.22070235672889,288.12636019138006,69.9777442554211,23.9578449004128
21.8905472636816,0.0062030844253033535,0.032149254348030266,169.73632270521847,135.26342596393417,304.9997486691526,69.500887738014,24.7039863576286
21.8905472636816,0.006212039931414454,0.03205997430861096,176.4180708144922,145.40908582811895,321.82715664261116,69.0547993669511,25.4244007325081
21.8905472636816,0.006220448345132683,0.03196565389057909,182.96875232029103,155.6577371763124,338.6264894966034,68.6365564165725,26.1196692295842
21.8905472636816,0.0062281582824334734,0.03186521930317933,189.4313799272764,166.03982036486164,355.47120029213806,68.2411536687498,26.7949590908155
21.8905472636816,0.006235427172511222,0.03175964927765356,195.8079854087471,176.54788080553075,372.35586621427785,67.8649774477631,27.4485507620288
21.8905472636816,0.0062425038109609685,0.03165005943133955,202.0955819790732,187.171623392875,389.2672053719482,67.5052286639101,28.0779172078775
21.8905472636816,0.006249591196955316,0.03153746440126894,208.29084519366978,197.90265046465706,406.1934956583268,67.1596043773219,28.6805313930149
21.8905472636816,0.006256854105084133,0.0314227951251376,214.39011574869411,208.7344578872819,423.12457363597605,66.8261936234735,29.2538662820944
21.8905472636816,0.006264425152022181,0.03130691319259658,220.38940027951452,219.66242384875113,440.05182412826565,66.5033984206319,29.7953948397695
21.8905472636816,0.00627240970804261,0.031190622965258284,226.28437006074054,230.68379088628242,456.96816094702297,66.1898731320029,30.3025900306935
21.8905472636816,0.006280889917416042,0.031074681993325422,232.0703575184968,241.7976416570812,473.867999175578,65.8844773918807,30.7729248195197
21.8905472636816,0.006289928028894845,0.03095981013337133,237.74235047399296,253.00486894435474,490.7472194183477,65.5862391827889,31.2038721709016
21.8905472636816,0.006299208645014975,0.030843383937052132,243.32763713556773,264.28870399788116,507.6163411334489,65.29341249456,31.6018949397923
21.8905472636816,0.006308243512871913,0.030721278859432048,248.87682480376498,275.61642921916786,524.4932540229329,65.0042697472502,31.9838085899331
21.8905472636816,0.006317106771909636,0.030594410793312186,254.39621783641422,286.97989955169544,541.3761173881096,64.7187433572934,32.3567824786715
21.8905472636816,0.006325885043159763,0.030463624124923722,259.89205480480217,298.3712190880428,558.263273892845,64.4367813500709,32.7278637874828
