Speed[r/min],Torque[Nm],Torque Ripple,
0,0,0,
0,16.9154228855721,0.0366703368571802,
0,33.8308457711443,0.0699904307371518,
0,50.7462686567164,0.0996822239337214,
0,67.6616915422886,0.125467658740696,
0,84.5771144278607,0.147068677451881,
0,101.492537313433,0.164207222361084,
0,118.407960199005,0.176605235762112,
0,135.323383084577,0.18398465994877,
0,152.238805970149,0.186067437214866,
0,169.154228855721,0.182838432251631,
0,186.069651741294,0.178352851838163,
0,202.985074626866,0.17409558269685,
0,219.900497512438,0.17009074126063,
0,236.81592039801,0.166362443962439,
0,253.731343283582,0.162934807235213,
0,270.646766169154,0.15983194751189,
0,287.562189054726,0.157077981225404,
0,304.477611940298,0.154697024808694,
0,321.393034825871,0.152713194694695,
0,338.308457711443,0.151087642606264,
0,355.223880597015,0.149567368533519,
0,372.139303482587,0.148121609364689,
0,389.054726368159,0.146748742092106,
0,405.970149253731,0.145447143708101,
0,422.885572139303,0.144215191205005,
0,439.800995024876,0.143051261575151,
0,456.716417910448,0.141953731810869,
0,473.63184079602,0.140920978904491,
0,490.547263681592,0.139951379848348,
0,507.462686567164,0.139032710829545,
0,524.378109452736,0.138144890241952,
0,541.293532338308,0.137282165413645,
0,558.208955223881,0.136438942955328,
0,575.124378109453,0.135609629477704,
0,592.039800995025,0.134788631591478,
0,608.955223880597,0.133970355907354,
0,625.870646766169,0.133149209036036,
0,642.786069651741,0.132319597588227,
0,659.701492537313,0.131476625386899,
0,676.616915422886,0.130642917310956,
0,693.532338308458,0.129832427954394,
0,710.44776119403,0.129046215932194,
0,727.363184079602,0.128285339859332,
0,744.278606965174,0.127550858350788,
0,761.194029850746,0.126843830021541,
0,778.109452736318,0.126165313486569,
0,795.02487562189,0.125516367360851,
0,811.940298507463,0.124898050259365,
0,828.855721393035,0.124311236154599,
0,845.771144278607,0.123752492523337,
0,862.686567164179,0.123214055611754,
0,879.601990049751,0.122687972135438,
0,896.517412935323,0.122166288809975,
0,913.432835820895,0.121641052350952,
0,930.348258706468,0.121104309473956,
0,947.26368159204,0.120548106894574,
0,964.179104477612,0.119964491328394,
0,981.094527363184,0.119345509491002,
0,998.009950248756,0.118683636048196,
0,1014.92537313433,0.117977983686883,
0,1031.8407960199,0.117232152788633,
0,1048.75621890547,0.116449804910322,
0,1065.67164179104,0.115634601608831,
0,1082.58706467662,0.114790204441038,
0,1099.50248756219,0.113920274963821,
0,1116.41791044776,0.113028474734061,
0,1133.33333333333,0.112118465308634,
0,1150.24875621891,0.111193924367286,
0,1167.16417910448,0.110261484487096,
0,1184.07960199005,0.109325257088129,
0,1200.99502487562,0.108386372303085,
0,1217.91044776119,0.107445960264665,
0,1234.82587064677,0.106505151105569,
0,1251.74129353234,0.105565074958498,
0,1268.65671641791,0.104626861956153,
0,1285.57213930348,0.103691642231236,
0,1302.48756218905,0.102760545916446,
0,1319.40298507463,0.101833896461023,
0,1336.3184079602,0.100906459981384,
0,1353.23383084577,0.0999839562073926,
0,1370.14925373134,0.099074960757353,
0,1387.06467661692,0.0981880492495694,
0,1403.98009950249,0.0973317973023456,
0,1420.89552238806,0.0965147805339858,
0,1437.81094527363,0.095745574562794,
0,1454.7263681592,0.0950327550070742,
0,1471.64179104478,0.0943848974851303,
0,1488.55721393035,0.0938026818113041,
0,1505.47263681592,0.0932615491239413,
0,1522.38805970149,0.0927525188413423,
0,1539.30348258706,0.0922683180962558,
0,1556.21890547264,0.0918016740214307,
0,1573.13432835821,0.0913453137496159,
0,1590.04975124378,0.0908919644135601,
0,1606.96517412935,0.0904343531460121,
0,1623.88059701493,0.0899652070797208,
0,1640.7960199005,0.0894772533474349,
0,1657.71144278607,0.0889761270038835,
0,1674.62686567164,0.0884745336047994,
0,1691.54228855721,0.0879729556134709,
0,1708.45771144279,0.0874718562818549,
0,1725.37313432836,0.0869716988619079,
0,1742.28855721393,0.0864729466055866,
0,1759.2039800995,0.0859760627648476,
0,1776.11940298507,0.0854815105916478,
0,1793.03482587065,0.0849897533379436,
0,1809.95024875622,0.0845016168961307,
0,1826.86567164179,0.0840255636764913,
0,1843.78109452736,0.0835665370787806,
0,1860.69651741294,0.0831266029548242,
0,1877.61194029851,0.0827078271564482,
0,1894.52736318408,0.0823122755354784,
0,1911.44278606965,0.0819420139437408,
0,1928.35820895522,0.0815991082330611,
0,1945.2736318408,0.0812856242552653,
0,1962.18905472637,0.0810036278621792,
0,1979.10447761194,0.0807543210592405,
0,1996.01990049751,0.080532496381002,
0,2012.93532338308,0.0803323078838328,
0,2029.85074626866,0.0801482198696818,
0,2046.76616915423,0.0799746966404982,
0,2063.6815920398,0.0798062024982309,
0,2080.59701492537,0.0796372017448289,
0,2097.51243781094,0.0794621586822414,
0,2114.42786069652,0.0792755376124174,
0,2131.34328358209,0.0790718028373058,
0,2148.25870646766,0.0788423315002198,
0,2165.17412935323,0.0785797012359495,
0,2182.08955223881,0.0782843728437977,
0,2199.00497512438,0.0779569272759586,
0,2215.92039800995,0.0775979454846261,
0,2232.83582089552,0.0772080084219943,
0,2249.75124378109,0.0767876970402571,
0,2266.66666666667,0.0763375922916085,
0,2283.58208955224,0.0758582751282425,
0,2300.49751243781,0.0753505599577645,
0,2317.41293532338,0.0748295379992191,
0,2334.32835820895,0.0743068263245275,
0,2351.24378109453,0.0737864060117137,
0,2368.1592039801,0.0732722581388019,
0,2385.07462686567,0.0727683637838162,
0,2401.99004975124,0.0722787040247806,
0,2418.90547263682,0.0718072599397194,
0,2435.82089552239,0.0713580126066565,
0,2452.73631840796,0.0709349431036161,
0,2469.65174129353,0.0705428678130609,
0,2486.5671641791,0.0701895859152923,
0,2503.48258706468,0.0698733605155094,
0,2520.39800995025,0.0695907327863948,
0,2537.31343283582,0.0693382439006309,
0,2554.22885572139,0.0691124350308999,
0,2571.14427860697,0.0689098473498842,
0,2588.05970149254,0.0687270220302664,
0,2604.97512437811,0.0685605002447286,
0,2621.89054726368,0.0684068231659534,
0,2638.80597014925,0.0682576610142388,
0,2655.72139303483,0.0681006020838938,
0,2672.6368159204,0.0679383683727179,
0,2689.55223880597,0.067774376296464,
0,2706.46766169154,0.0676120422708856,
0,2723.38308457711,0.0674547827117357,
0,2740.29850746269,0.0673060140347675,
0,2757.21393034826,0.0671691526557343,
0,2774.12935323383,0.0670476149903892,
0,2791.0447761194,0.0669448142283584,
0,2807.96019900498,0.0668605581330101,
0,2824.87562189055,0.0667927535520372,
0,2841.79104477612,0.0667414061205998,
0,2858.70646766169,0.0667065214738578,
0,2875.62189054726,0.0666881052469714,
0,2892.53731343284,0.0666861630751005,
0,2909.45273631841,0.0667007005934052,
0,2926.36815920398,0.0667317234370454,
0,2943.28358208955,0.0667792372411812,
0,2960.19900497512,0.0668433446969783,
0,2977.1144278607,0.066925456089322,
0,2994.02985074627,0.0670263506130381,
0,3010.94527363184,0.0671464373990825,
0,3027.86069651741,0.0672861255784111,
0,3044.77611940298,0.0674458242819799,
0,3061.69154228856,0.0676259426407448,
0,3078.60696517413,0.0678268897856617,
0,3095.5223880597,0.0680490748476866,
0,3112.43781094527,0.0682929069577754,
0,3129.35323383085,0.0685490009894376,
0,3146.26865671642,0.068782076179541,
0,3163.18407960199,0.0689912610532138,
0,3180.09950248756,0.0691792311529662,
0,3197.01492537313,0.0693486620213082,
0,3213.93034825871,0.0695022292007499,
0,3230.84577114428,0.0696426082338015,
0,3247.76119402985,0.069772474662973,
0,3264.67661691542,0.0698945040307747,
0,3281.59203980099,0.0700203292509954,
0,3298.50746268657,0.0700203292509954,
