Speed[r/min],Torque[Nm],Flux (q-Axis)[Vs],
21.8905472636816,507.462686567164,1.65087751762471,
21.8905472636816,524.378109452736,1.68184180010822,
21.8905472636816,541.293532338308,1.71204091057444,
21.8905472636816,558.208955223881,1.7415500711568,
21.8905472636816,575.124378109453,1.77044450398875,
21.8905472636816,592.039800995025,1.79879943120373,
21.8905472636816,608.955223880597,1.82669007493519,
21.8905472636816,625.870646766169,1.85419165731658,
21.8905472636816,642.786069651741,1.88137940048134,
21.8905472636816,659.701492537313,1.90832326616894,
21.8905472636816,676.616915422886,1.93486223179781,
21.8905472636816,693.532338308458,1.96083527204626,
21.8905472636816,710.44776119403,1.98616759382785,
21.8905472636816,727.363184079602,2.01078440405616,
21.8905472636816,744.278606965174,2.03461090964474,
21.8905472636816,761.194029850746,2.05757231750715,
21.8905472636816,778.109452736318,2.07959383455697,
21.8905472636816,795.02487562189,2.10060066770774,
21.8905472636816,811.940298507463,2.12051802387304,
21.8905472636816,828.855721393035,2.13933194772734,
21.8905472636816,845.771144278607,2.15740394478261,
21.8905472636816,862.686567164179,2.17483830601866,
21.8905472636816,879.601990049751,2.19167331731754,
21.8905472636816,896.517412935323,2.2079472645613,
21.8905472636816,913.432835820895,2.223698433632,
21.8905472636816,930.348258706468,2.23896511041171,
21.8905472636816,947.26368159204,2.25378558078246,
21.8905472636816,964.179104477612,2.26819813062633,
21.8905472636816,981.094527363184,2.28224104582536,
21.8905472636816,998.009950248756,2.29598014608917,
21.8905472636816,1014.92537313433,2.30950250826521,
21.8905472636816,1031.8407960199,2.32282476885958,
21.8905472636816,1048.75621890547,2.33596108665598,
21.8905472636816,1065.67164179104,2.34892562043805,
21.8905472636816,1082.58706467662,2.36173252898949,
21.8905472636816,1099.50248756219,2.37439597109396,
21.8905472636816,1116.41791044776,2.38693010553514,
21.8905472636816,1133.33333333333,2.3993490910967,
21.8905472636816,1150.24875621891,2.41166704422917,
21.8905472636816,1167.16417910448,2.42388350330957,
21.8905472636816,1184.07960199005,2.43598098579786,
21.8905472636816,1200.99502487562,2.44794474209994,
21.8905472636816,1217.91044776119,2.4597600226217,
21.8905472636816,1234.82587064677,2.47141207776905,
21.8905472636816,1251.74129353234,2.48288615794788,
21.8905472636816,1268.65671641791,2.49416751356409,
21.8905472636816,1285.57213930348,2.50524139502358,
21.8905472636816,1302.48756218905,2.51609305273225,
21.8905472636816,1319.40298507463,2.52671032994042,
21.8905472636816,1336.3184079602,2.53711786832494,
21.8905472636816,1353.23383084577,2.54734277521332,
21.8905472636816,1370.14925373134,2.55740700392174,
21.8905472636816,1387.06467661692,2.56733250776642,
21.8905472636816,1403.98009950249,2.57714124006356,
21.8905472636816,1420.89552238806,2.58685515412936,
21.8905472636816,1437.81094527363,2.59649620328002,
21.8905472636816,1454.7263681592,2.60608634083175,
21.8905472636816,1471.64179104478,2.61564752010074,
21.8905472636816,1488.55721393035,2.62518008147907,
21.8905472636816,1505.47263681592,2.63461929089677,
21.8905472636816,1522.38805970149,2.64394756364294,
21.8905472636816,1539.30348258706,2.65315215186017,
21.8905472636816,1556.21890547264,2.66222030769103,
21.8905472636816,1573.13432835821,2.67113928327807,
21.8905472636816,1590.04975124378,2.67989633076389,
21.8905472636816,1606.96517412935,2.68847870229104,
21.8905472636816,1623.88059701493,2.6968736500021,
21.8905472636816,1640.7960199005,2.70506842603965,
21.8905472636816,1657.71144278607,2.71307854225032,
21.8905472636816,1674.62686567164,2.72093825270704,
21.8905472636816,1691.54228855721,2.7286568772514,
21.8905472636816,1708.45771144279,2.73624369494985,
21.8905472636816,1725.37313432836,2.74370798486881,
21.8905472636816,1742.28855721393,2.75105902607473,
21.8905472636816,1759.2039800995,2.75830609763403,
21.8905472636816,1776.11940298507,2.76545847861317,
21.8905472636816,1793.03482587065,2.77252544807857,
21.8905472636816,1809.95024875622,2.77951621341099,
21.8905472636816,1826.86567164179,2.78643653449085,
21.8905472636816,1843.78109452736,2.79328812452025,
21.8905472636816,1860.69651741294,2.80007258899274,
21.8905472636816,1877.61194029851,2.80679153340185,
21.8905472636816,1894.52736318408,2.81344656324113,
21.8905472636816,1911.44278606965,2.82003928400411,
21.8905472636816,1928.35820895522,2.82657130118434,
21.8905472636816,1945.2736318408,2.83304422027535,
21.8905472636816,1962.18905472637,2.83945964677069,
21.8905472636816,1979.10447761194,2.8458174823472,
21.8905472636816,1996.01990049751,2.85210983778478,
21.8905472636816,2012.93532338308,2.85833437566374,
21.8905472636816,2029.85074626866,2.86448977166302,
21.8905472636816,2046.76616915423,2.87057470146156,
21.8905472636816,2063.6815920398,2.87658784073827,
21.8905472636816,2080.59701492537,2.88252786517211,
21.8905472636816,2097.51243781094,2.88839345044201,
21.8905472636816,2114.42786069652,2.8941832722269,
21.8905472636816,2131.34328358209,2.89989600620571,
21.8905472636816,2148.25870646766,2.90554344425155,
21.8905472636816,2165.17412935323,2.91114611257966,
21.8905472636816,2182.08955223881,2.91670138757861,
21.8905472636816,2199.00497512438,2.92220622688074,
21.8905472636816,2215.92039800995,2.92765758811837,
21.8905472636816,2232.83582089552,2.93305242892384,
21.8905472636816,2249.75124378109,2.93838770692946,
21.8905472636816,2266.66666666667,2.94366037976758,
21.8905472636816,2283.58208955224,2.94886740507053,
21.8905472636816,2300.49751243781,2.95400583428611,
21.8905472636816,2317.41293532338,2.9590806486676,
21.8905472636816,2334.32835820895,2.96410204622859,
21.8905472636816,2351.24378109453,2.96907837641002,
21.8905472636816,2368.1592039801,2.97401798865282,
21.8905472636816,2385.07462686567,2.97892923239791,
21.8905472636816,2401.99004975124,2.98382045708622,
21.8905472636816,2418.90547263682,2.98870001215868,
21.8905472636816,2435.82089552239,2.99357624705621,
21.8905472636816,2452.73631840796,2.99845751121975,
21.8905472636816,2469.65174129353,3.00334671415107,
21.8905472636816,2486.5671641791,3.00820517607606,
21.8905472636816,2503.48258706468,3.01301782319849,
21.8905472636816,2520.39800995025,3.01777747086455,
21.8905472636816,2537.31343283582,3.02247693442042,
21.8905472636816,2554.22885572139,3.0271090292123,
21.8905472636816,2571.14427860697,3.03166657058639,
21.8905472636816,2588.05970149254,3.03614237388887,
21.8905472636816,2604.97512437811,3.04052925446593,
21.8905472636816,2621.89054726368,3.04482002766377,
21.8905472636816,2638.80597014925,3.04901671294794,
21.8905472636816,2655.72139303483,3.05314382292822,
21.8905472636816,2672.6368159204,3.05721152394569,
21.8905472636816,2689.55223880597,3.0612290068338,
21.8905472636816,2706.46766169154,3.06520546242601,
21.8905472636816,2723.38308457711,3.06915008155578,
21.8905472636816,2740.29850746269,3.07307205505657,
21.8905472636816,2757.21393034826,3.07698057376183,
21.8905472636816,2774.12935323383,3.08088482850503,
21.8905472636816,2791.0447761194,3.08479402336902,
21.8905472636816,2807.96019900498,3.08872731037795,
21.8905472636816,2824.87562189055,3.09269347366708,
21.8905472636816,2841.79104477612,3.09668843405023,
21.8905472636816,2858.70646766169,3.10070811234123,
21.8905472636816,2875.62189054726,3.1047484293539,
21.8905472636816,2892.53731343284,3.10880530590208,
21.8905472636816,2909.45273631841,3.1128746627996,
21.8905472636816,2926.36815920398,3.11695242086027,
21.8905472636816,2943.28358208955,3.12103450089794,
21.8905472636816,2960.19900497512,3.12510776574012,
21.8905472636816,2977.1144278607,3.12905208434694,
21.8905472636816,2994.02985074627,3.13283838565106,
21.8905472636816,3010.94527363184,3.13647595341253,
21.8905472636816,3027.86069651741,3.13997407139143,
21.8905472636816,3044.77611940298,3.14334202334781,
21.8905472636816,3061.69154228856,3.14658909304173,
21.8905472636816,3078.60696517413,3.14972456423325,
21.8905472636816,3095.5223880597,3.15275772068245,
21.8905472636816,3112.43781094527,3.15569784614937,
21.8905472636816,3129.35323383085,3.15860137794103,
21.8905472636816,3146.26865671642,3.16164406908778,
21.8905472636816,3163.18407960199,3.16482949701772,
21.8905472636816,3180.09950248756,3.16814387909632,
21.8905472636816,3197.01492537313,3.17157343268906,
21.8905472636816,3213.93034825871,3.17510437516141,
21.8905472636816,3230.84577114428,3.17872292387881,
21.8905472636816,3247.76119402985,3.18241529620676,
21.8905472636816,3264.67661691542,3.18955401725065,
21.8905472636816,3281.59203980099,3.18955401725065,
43.7810945273632,0,0.00028957915272387,
43.7810945273632,16.9154228855721,0.0963411671121342,
43.7810945273632,33.8308457711443,0.188472352103025,
43.7810945273632,50.7462686567164,0.276714488397045,
43.7810945273632,67.6616915422886,0.361098930265844,
43.7810945273632,84.5771144278607,0.441657031981071,
43.7810945273632,101.492537313433,0.518420147814374,
43.7810945273632,118.407960199005,0.591419632037402,
43.7810945273632,135.323383084577,0.660686838921806,
43.7810945273632,152.238805970149,0.726253122739233,
43.7810945273632,169.154228855721,0.788208222835501,
43.7810945273632,186.069651741294,0.847543722932876,
43.7810945273632,202.985074626866,0.904675828407675,
43.7810945273632,219.900497512438,0.959695766125642,
43.7810945273632,236.81592039801,1.01269476295252,
43.7810945273632,253.731343283582,1.06376404575405,
43.7810945273632,270.646766169154,1.11299484139597,
43.7810945273632,287.562189054726,1.16047837674403,
43.7810945273632,304.477611940298,1.20630587866397,
43.7810945273632,321.393034825871,1.25056857402153,
43.7810945273632,338.308457711443,1.29340309229109,
43.7810945273632,355.223880597015,1.33505024842264,
43.7810945273632,372.139303482587,1.37552524444826,
43.7810945273632,389.054726368159,1.41481897499824,
43.7810945273632,405.970149253731,1.45292233470284,
43.7810945273632,422.885572139303,1.48982621819234,
43.7810945273632,439.800995024876,1.52552152009703,
43.7810945273632,456.716417910448,1.55999913504717,
43.7810945273632,473.63184079602,1.59324995767304,
43.7810945273632,490.547263681592,1.62526488260491,
43.7810945273632,507.462686567164,1.65615008019177,
43.7810945273632,524.378109452736,1.68614187376129,
43.7810945273632,541.293532338308,1.71535113283631,
43.7810945273632,558.208955223881,1.7438871512191,
43.7810945273632,575.124378109453,1.77185922271192,
43.7810945273632,592.039800995025,1.79937664111706,
43.7810945273632,608.955223880597,1.82654870023676,
43.7810945273632,625.870646766169,1.85348469387331,
43.7810945273632,642.786069651741,1.88029391582896,
43.7810945273632,659.701492537313,1.90707812355821,
43.7810945273632,676.616915422886,1.93361069047757,
43.7810945273632,693.532338308458,1.95967209840162,
43.7810945273632,710.44776119403,1.98516757363548,
43.7810945273632,727.363184079602,2.01000234248426,
43.7810945273632,744.278606965174,2.03408163125308,
43.7810945273632,761.194029850746,2.05731066624707,
43.7810945273632,778.109452736318,2.07959467377133,
43.7810945273632,795.02487562189,2.10083888013098,
43.7810945273632,811.940298507463,2.12094851163114,
43.7810945273632,828.855721393035,2.13989456597362,
43.7810945273632,845.771144278607,2.15805909463356,
43.7810945273632,862.686567164179,2.17555438032936,
43.7810945273632,879.601990049751,2.19242198134741,
43.7810945273632,896.517412935323,2.20870345597408,
43.7810945273632,913.432835820895,2.22444036249576,
43.7810945273632,930.348258706468,2.23967425919885,
43.7810945273632,947.26368159204,2.25444670436973,
43.7810945273632,964.179104477612,2.26879925629478,
43.7810945273632,981.094527363184,2.2827734732604,
43.7810945273632,998.009950248756,2.29643834764745,
43.7810945273632,1014.92537313433,2.30988573163977,
43.7810945273632,1031.8407960199,2.32313877880451,
43.7810945273632,1048.75621890547,2.33621820050658,
43.7810945273632,1065.67164179104,2.3491447081109,
43.7810945273632,1082.58706467662,2.36193901298239,
43.7810945273632,1099.50248756219,2.37462182648597,
43.7810945273632,1116.41791044776,2.38721385998656,
43.7810945273632,1133.33333333333,2.39973582484907,
43.7810945273632,1150.24875621891,2.41220833587119,
43.7810945273632,1167.16417910448,2.42462110521388,
43.7810945273632,1184.07960199005,2.43693317091031,
43.7810945273632,1200.99502487562,2.44911156222091,
43.7810945273632,1217.91044776119,2.46112330840606,
43.7810945273632,1234.82587064677,2.47293543872618,
43.7810945273632,1251.74129353234,2.48451498244167,
43.7810945273632,1268.65671641791,2.49582896881294,
43.7810945273632,1285.57213930348,2.50684442710039,
43.7810945273632,1302.48756218905,2.51752838656442,
43.7810945273632,1319.40298507463,2.5278560712283,
43.7810945273632,1336.3184079602,2.53790587145126,
43.7810945273632,1353.23383084577,2.54773783619751,
43.7810945273632,1370.14925373134,2.55739293254945,
43.7810945273632,1387.06467661692,2.56691212758946,
43.7810945273632,1403.98009950249,2.57633638839994,
43.7810945273632,1420.89552238806,2.58570668206326,
43.7810945273632,1437.81094527363,2.59506397566182,
43.7810945273632,1454.7263681592,2.60444923627801,
43.7810945273632,1471.64179104478,2.61390343099421,
43.7810945273632,1488.55721393035,2.62343208935366,
43.7810945273632,1505.47263681592,2.63292987277516,
43.7810945273632,1522.38805970149,2.64236406531077,
43.7810945273632,1539.30348258706,2.65170971293728,
43.7810945273632,1556.21890547264,2.66094186163148,
43.7810945273632,1573.13432835821,2.67003555737015,
43.7810945273632,1590.04975124378,2.6789658461301,
43.7810945273632,1606.96517412935,2.68770777388811,
43.7810945273632,1623.88059701493,2.69623638662097,
43.7810945273632,1640.7960199005,2.70452673030546,
43.7810945273632,1657.71144278607,2.71259296037979,
43.7810945273632,1674.62686567164,2.72048024705889,
43.7810945273632,1691.54228855721,2.7282020949786,
43.7810945273632,1708.45771144279,2.73577195434403,
43.7810945273632,1725.37313432836,2.74320327536027,
43.7810945273632,1742.28855721393,2.75050950823244,
43.7810945273632,1759.2039800995,2.75770410316563,
43.7810945273632,1776.11940298507,2.76480051036495,
43.7810945273632,1793.03482587065,2.77181218003551,
43.7810945273632,1809.95024875622,2.77875261482589,
43.7810945273632,1826.86567164179,2.78563256623049,
43.7810945273632,1843.78109452736,2.79245284204657,
43.7810945273632,1860.69651741294,2.79921248797264,
43.7810945273632,1877.61194029851,2.80591054970723,
43.7810945273632,1894.52736318408,2.81254607294884,
43.7810945273632,1911.44278606965,2.81911810339601,
43.7810945273632,1928.35820895522,2.82562568674724,
43.7810945273632,1945.2736318408,2.83206786870105,
43.7810945273632,1962.18905472637,2.83844369495596,
43.7810945273632,1979.10447761194,2.84475195588079,
43.7810945273632,1996.01990049751,2.85099215975098,
43.7810945273632,2012.93532338308,2.85716729414365,
43.7810945273632,2029.85074626866,2.86328065438682,
43.7810945273632,2046.76616915423,2.86933553580847,
43.7810945273632,2063.6815920398,2.87533523373662,
43.7810945273632,2080.59701492537,2.88128304349926,
43.7810945273632,2097.51243781094,2.88718226042439,
43.7810945273632,2114.42786069652,2.89303617984001,
43.7810945273632,2131.34328358209,2.89884809707413,
43.7810945273632,2148.25870646766,2.9046281628463,
43.7810945273632,2165.17412935323,2.91038271304162,
43.7810945273632,2182.08955223881,2.91609971907921,
43.7810945273632,2199.00497512438,2.9217668779466,
43.7810945273632,2215.92039800995,2.9273718866313,
43.7810945273632,2232.83582089552,2.93290244212085,
43.7810945273632,2249.75124378109,2.93834624140277,
43.7810945273632,2266.66666666667,2.94369098146459,
43.7810945273632,2283.58208955224,2.94892435929383,
43.7810945273632,2300.49751243781,2.95403443683257,
43.7810945273632,2317.41293532338,2.95903678834146,
43.7810945273632,2334.32835820895,2.96395722153464,
43.7810945273632,2351.24378109453,2.96881249690253,
43.7810945273632,2368.1592039801,2.97361937493553,
43.7810945273632,2385.07462686567,2.97839461612404,
43.7810945273632,2401.99004975124,2.98315498095847,
43.7810945273632,2418.90547263682,2.98791722992923,
43.7810945273632,2435.82089552239,2.99269812352673,
43.7810945273632,2452.73631840796,2.99751442224136,
43.7810945273632,2469.65174129353,3.00237655195675,
43.7810945273632,2486.5671641791,3.00724273830627,
43.7810945273632,2503.48258706468,3.01209214491285,
43.7810945273632,2520.39800995025,3.0169125562777,
43.7810945273632,2537.31343283582,3.02169175690205,
43.7810945273632,2554.22885572139,3.02641753128712,
43.7810945273632,2571.14427860697,3.03107766393412,
43.7810945273632,2588.05970149254,3.03565993934428,
43.7810945273632,2604.97512437811,3.04015214201882,
43.7810945273632,2621.89054726368,3.04454205645896,
43.7810945273632,2638.80597014925,3.04882460892718,
43.7810945273632,2655.72139303483,3.05301707897749,
43.7810945273632,2672.6368159204,3.05713033900099,
43.7810945273632,2689.55223880597,3.06117461607885,
43.7810945273632,2706.46766169154,3.0651601372922,
43.7810945273632,2723.38308457711,3.06909712972219,
43.7810945273632,2740.29850746269,3.07299582044997,
43.7810945273632,2757.21393034826,3.07686643655668,
43.7810945273632,2774.12935323383,3.08071920512346,
43.7810945273632,2791.0447761194,3.08456437041123,
43.7810945273632,2807.96019900498,3.08842576490382,
43.7810945273632,2824.87562189055,3.09231635574023,
43.7810945273632,2841.79104477612,3.09623303289981,
43.7810945273632,2858.70646766169,3.10017268636193,
43.7810945273632,2875.62189054726,3.10413220610595,
43.7810945273632,2892.53731343284,3.10810848211123,
43.7810945273632,2909.45273631841,3.11209840435714,
43.7810945273632,2926.36815920398,3.11609886282305,
43.7810945273632,2943.28358208955,3.1201067474883,
43.7810945273632,2960.19900497512,3.12411134151386,
43.7810945273632,2977.1144278607,3.12801261927917,
43.7810945273632,2994.02985074627,3.13178818925463,
43.7810945273632,3010.94527363184,3.13544800798014,
43.7810945273632,3027.86069651741,3.13900203199558,
43.7810945273632,3044.77611940298,3.14246021784085,
43.7810945273632,3061.69154228856,3.14583252205584,
43.7810945273632,3078.60696517413,3.14912890118045,
43.7810945273632,3095.5223880597,3.15235931175457,
43.7810945273632,3112.43781094527,3.15553371031809,
43.7810945273632,3129.35323383085,3.15869253349647,
43.7810945273632,3146.26865671642,3.1619529560161,
43.7810945273632,3163.18407960199,3.16532038663883,
43.7810945273632,3180.09950248756,3.16878899206819,
43.7810945273632,3197.01492537313,3.17235293900771,
43.7810945273632,3213.93034825871,3.17600639416089,
43.7810945273632,3230.84577114428,3.17974352423125,
43.7810945273632,3247.76119402985,3.18355849592233,
43.7810945273632,3264.67661691542,3.18936168213224,
43.7810945273632,3281.59203980099,3.18936168213224,
65.6716417910448,0,0.00028957915272387,
65.6716417910448,16.9154228855721,0.0959154461737887,
65.6716417910448,33.8308457711443,0.187707905365703,
65.6716417910448,50.7462686567164,0.27570585198945,
65.6716417910448,67.6616915422886,0.359948181306014,
65.6716417910448,84.5771144278607,0.440473788576376,
65.6716417910448,101.492537313433,0.517321569061521,
65.6716417910448,118.407960199005,0.590530418022432,
65.6716417910448,135.323383084577,0.660139230720092,
65.6716417910448,152.238805970149,0.726186902415484,
65.6716417910448,169.154228855721,0.788762218272454,
65.6716417910448,186.069651741294,0.848725553113998,
65.6716417910448,202.985074626866,0.906447821333852,
65.6716417910448,219.900497512438,0.962022528848791,
65.6716417910448,236.81592039801,1.01554318157559,
65.6716417910448,253.731343283582,1.06710328543101,
65.6716417910448,270.646766169154,1.11679634633184,
65.6716417910448,287.562189054726,1.16471587019485,
65.6716417910448,304.477611940298,1.21095536293681,
65.6716417910448,321.393034825871,1.2556083304745,
65.6716417910448,338.308457711443,1.29881496101094,
65.6716417910448,355.223880597015,1.34081341416173,
65.6716417910448,372.139303482587,1.38159797167692,
65.6716417910448,389.054726368159,1.42113732259055,
65.6716417910448,405.970149253731,1.45940015593669,
