Speed[r/min],Torque[Nm],Current (Iq)[A],
43.7810945273632,1234.82587064677,96.9820351976192,
43.7810945273632,1251.74129353234,97.84345759945,
43.7810945273632,1268.65671641791,98.7005597871603,
43.7810945273632,1285.57213930348,99.5520757551395,
43.7810945273632,1302.48756218905,100.396665839873,
43.7810945273632,1319.40298507463,101.232297905292,
43.7810945273632,1336.3184079602,102.052141562243,
43.7810945273632,1353.23383084577,102.856863582081,
43.7810945273632,1370.14925373134,103.649374236518,
43.7810945273632,1387.06467661692,104.432751022962,
43.7810945273632,1403.98009950249,105.210242070327,
43.7810945273632,1420.89552238806,105.985268500448,
43.7810945273632,1437.81094527363,106.761425687941,
43.7810945273632,1454.7263681592,107.542483362966,
43.7810945273632,1471.64179104478,108.332384502023,
43.7810945273632,1488.55721393035,109.134076423325,
43.7810945273632,1505.47263681592,109.94515158547,
43.7810945273632,1522.38805970149,110.763486474088,
43.7810945273632,1539.30348258706,111.587023927899,
43.7810945273632,1556.21890547264,112.413592275873,
43.7810945273632,1573.13432835821,113.240906327768,
43.7810945273632,1590.04975124378,114.066567860697,
43.7810945273632,1606.96517412935,114.888065574269,
43.7810945273632,1623.88059701493,115.7027744868,
43.7810945273632,1640.7960199005,116.507954745396,
43.7810945273632,1657.71144278607,117.300260457316,
43.7810945273632,1674.62686567164,118.078885054819,
43.7810945273632,1691.54228855721,118.84513816783,
43.7810945273632,1708.45771144279,119.60039695135,
43.7810945273632,1725.37313432836,120.346105565679,
43.7810945273632,1742.28855721393,121.083776345569,
43.7810945273632,1759.2039800995,121.814990791488,
43.7810945273632,1776.11940298507,122.541400374111,
43.7810945273632,1793.03482587065,123.264727143486,
43.7810945273632,1809.95024875622,123.986945739194,
43.7810945273632,1826.86567164179,124.712943940451,
43.7810945273632,1843.78109452736,125.443461910457,
43.7810945273632,1860.69651741294,126.177408590658,
43.7810945273632,1877.61194029851,126.913640220608,
43.7810945273632,1894.52736318408,127.650960547322,
43.7810945273632,1911.44278606965,128.388120936066,
43.7810945273632,1928.35820895522,129.123820377869,
43.7810945273632,1945.2736318408,129.856705388994,
43.7810945273632,1962.18905472637,130.58536979766,
43.7810945273632,1979.10447761194,131.309165272446,
43.7810945273632,1996.01990049751,132.031387344057,
43.7810945273632,2012.93532338308,132.753082106972,
43.7810945273632,2029.85074626866,133.474855873539,
43.7810945273632,2046.76616915423,134.197334607981,
43.7810945273632,2063.6815920398,134.921163926651,
43.7810945273632,2080.59701492537,135.647009077292,
43.7810945273632,2097.51243781094,136.3755548967,
43.7810945273632,2114.42786069652,137.107505746226,
43.7810945273632,2131.34328358209,137.843585424517,
43.7810945273632,2148.25870646766,138.581453038866,
43.7810945273632,2165.17412935323,139.316131469565,
43.7810945273632,2182.08955223881,140.047644197301,
43.7810945273632,2199.00497512438,140.776110721159,
43.7810945273632,2215.92039800995,141.501652063124,
43.7810945273632,2232.83582089552,142.224390779116,
43.7810945273632,2249.75124378109,142.944450970442,
43.7810945273632,2266.66666666667,143.661958295672,
43.7810945273632,2283.58208955224,144.377039982911,
43.7810945273632,2300.49751243781,145.089759949764,
43.7810945273632,2317.41293532338,145.796759155546,
43.7810945273632,2334.32835820895,146.497307611065,
43.7810945273632,2351.24378109453,147.193154597172,
43.7810945273632,2368.1592039801,147.886107468549,
43.7810945273632,2385.07462686567,148.578032159181,
43.7810945273632,2401.99004975124,149.270853533162,
43.7810945273632,2418.90547263682,149.9665555759,
43.7810945273632,2435.82089552239,150.667181420818,
43.7810945273632,2452.73631840796,151.374833206597,
43.7810945273632,2469.65174129353,152.091358827721,
43.7810945273632,2486.5671641791,152.815370102195,
43.7810945273632,2503.48258706468,153.545277452727,
43.7810945273632,2520.39800995025,154.279768440652,
43.7810945273632,2537.31343283582,155.017486754902,
43.7810945273632,2554.22885572139,155.757032292709,
43.7810945273632,2571.14427860697,156.496961150493,
43.7810945273632,2588.05970149254,157.235785521935,
43.7810945273632,2604.97512437811,157.971973500207,
43.7810945273632,2621.89054726368,158.703948781321,
43.7810945273632,2638.80597014925,159.429823389572,
43.7810945273632,2655.72139303483,160.148442480863,
43.7810945273632,2672.6368159204,160.86044265591,
43.7810945273632,2689.55223880597,161.566542379912,
43.7810945273632,2706.46766169154,162.267481767259,
43.7810945273632,2723.38308457711,162.964022837902,
43.7810945273632,2740.29850746269,163.656949754838,
43.7810945273632,2757.21393034826,164.347069042007,
43.7810945273632,2774.12935323383,165.035209781882,
43.7810945273632,2791.0447761194,165.722235495053,
43.7810945273632,2807.96019900498,166.419310692943,
43.7810945273632,2824.87562189055,167.134007370987,
43.7810945273632,2841.79104477612,167.863766917591,
43.7810945273632,2858.70646766169,168.605952748842,
43.7810945273632,2875.62189054726,169.357851141142,
43.7810945273632,2892.53731343284,170.116671813607,
43.7810945273632,2909.45273631841,170.87954825236,
43.7810945273632,2926.36815920398,171.643537768483,
43.7810945273632,2943.28358208955,172.405621281083,
43.7810945273632,2960.19900497512,173.162943639916,
43.7810945273632,2977.1144278607,173.91635670922,
43.7810945273632,2994.02985074627,174.666254475153,
43.7810945273632,3010.94527363184,175.41223783842,
43.7810945273632,3027.86069651741,176.153898223591,
43.7810945273632,3044.77611940298,176.89081747459,
43.7810945273632,3061.69154228856,177.622567744495,
43.7810945273632,3078.60696517413,178.348711379524,
43.7810945273632,3095.5223880597,179.068800797112,
43.7810945273632,3112.43781094527,179.78237835799,
43.7810945273632,3129.35323383085,180.493108361941,
43.7810945273632,3146.26865671642,181.216711770397,
43.7810945273632,3163.18407960199,181.955713383309,
43.7810945273632,3180.09950248756,182.711098679627,
43.7810945273632,3197.01492537313,183.483756973667,
43.7810945273632,3213.93034825871,184.274488319398,
43.7810945273632,3230.84577114428,185.084008988622,
43.7810945273632,3247.76119402985,185.912955510502,
43.7810945273632,3264.67661691542,187.333476206407,
43.7810945273632,3281.59203980099,187.333476206407,
65.6716417910448,0,0,
65.6716417910448,16.9154228855721,4.03182587588385,
65.6716417910448,33.8308457711443,7.69831532082451,
65.6716417910448,50.7462686567164,10.8927408526388,
65.6716417910448,67.6616915422886,13.5904278837747,
65.6716417910448,84.5771144278607,15.8344700896203,
65.6716417910448,101.492537313433,17.7186282768567,
65.6716417910448,118.407960199005,19.3695811510617,
65.6716417910448,135.323383084577,20.929907661515,
65.6716417910448,152.238805970149,22.5423219680111,
65.6716417910448,169.154228855721,24.3215094256069,
65.6716417910448,186.069651741294,26.1287071931142,
65.6716417910448,202.985074626866,27.895919112573,
65.6716417910448,219.900497512438,29.6230634677123,
65.6716417910448,236.81592039801,31.310346518999,
65.6716417910448,253.731343283582,32.9582370878751,
65.6716417910448,270.646766169154,34.5674437928043,
65.6716417910448,287.562189054726,36.1388947345512,
65.6716417910448,304.477611940298,37.6737194370716,
65.6716417910448,321.393034825871,39.1732328605333,
65.6716417910448,338.308457711443,40.6416816151538,
65.6716417910448,355.223880597015,42.0907743223127,
65.6716417910448,372.139303482587,43.5196822307528,
65.6716417910448,389.054726368159,44.9259031446099,
65.6716417910448,405.970149253731,46.3066691081583,
65.6716417910448,422.885572139303,47.6589419321839,
65.6716417910448,439.800995024876,48.979404689981,
65.6716417910448,456.716417910448,50.2644489034432,
65.6716417910448,473.63184079602,51.5101571729605,
65.6716417910448,490.547263681592,52.7122810437816,
65.6716417910448,507.462686567164,53.8815199469377,
65.6716417910448,524.378109452736,55.0406659289073,
65.6716417910448,541.293532338308,56.192649380518,
65.6716417910448,558.208955223881,57.3404271218242,
65.6716417910448,575.124378109453,58.4872026291745,
65.6716417910448,592.039800995025,59.6364170570309,
65.6716417910448,608.955223880597,60.7917375534213,
65.6716417910448,625.870646766169,61.9570426653745,
65.6716417910448,642.786069651741,63.136404625004,
65.6716417910448,659.701492537313,64.3337238637841,
