Speed[r/min],Torque[Nm],Efficiency[%],
43.7810945273632,592.039800995025,77.2928639597321,
43.7810945273632,608.955223880597,77.1019487877937,
43.7810945273632,625.870646766169,76.9126321616433,
43.7810945273632,642.786069651741,76.7249613351186,
43.7810945273632,659.701492537313,76.5389757069142,
43.7810945273632,676.616915422886,76.3546421888088,
43.7810945273632,693.532338308458,76.1717899797427,
43.7810945273632,710.44776119403,75.9902481976551,
43.7810945273632,727.363184079602,75.8098635673911,
43.7810945273632,744.278606965174,75.6304983755294,
43.7810945273632,761.194029850746,75.4520287034149,
43.7810945273632,778.109452736318,75.2743428951676,
43.7810945273632,795.02487562189,75.0973402249523,
43.7810945273632,811.940298507463,74.9209297338646,
43.7810945273632,828.855721393035,74.7450425990931,
43.7810945273632,845.771144278607,74.5697254584176,
43.7810945273632,862.686567164179,74.395011044544,
43.7810945273632,879.601990049751,74.2209185973191,
43.7810945273632,896.517412935323,74.0474653137625,
43.7810945273632,913.432835820895,73.8746665443304,
43.7810945273632,930.348258706468,73.7025359677708,
43.7810945273632,947.26368159204,73.5310857472322,
43.7810945273632,964.179104477612,73.3603266699168,
43.7810945273632,981.094527363184,73.1902682722512,
43.7810945273632,998.009950248756,73.0209201457209,
43.7810945273632,1014.92537313433,72.8522747981502,
43.7810945273632,1031.8407960199,72.6843075088245,
43.7810945273632,1048.75621890547,72.5169949221822,
43.7810945273632,1065.67164179104,72.3503152930961,
43.7810945273632,1082.58706467662,72.184248357917,
43.7810945273632,1099.50248756219,72.0187752175558,
43.7810945273632,1116.41791044776,71.8538782313161,
43.7810945273632,1133.33333333333,71.6895409203408,
43.7810945273632,1150.24875621891,71.525747463168,
43.7810945273632,1167.16417910448,71.3623916153048,
43.7810945273632,1184.07960199005,71.1993813055593,
43.7810945273632,1200.99502487562,71.036692079037,
43.7810945273632,1217.91044776119,70.8743012922243,
43.7810945273632,1234.82587064677,70.7121879834131,
43.7810945273632,1251.74129353234,70.5503327537985,
43.7810945273632,1268.65671641791,70.3887176582346,
43.7810945273632,1285.57213930348,70.227326104743,
43.7810945273632,1302.48756218905,70.0661427619633,
43.7810945273632,1319.40298507463,69.9051423021746,
43.7810945273632,1336.3184079602,69.7441931621472,
43.7810945273632,1353.23383084577,69.5832559575047,
43.7810945273632,1370.14925373134,69.4223251142797,
43.7810945273632,1387.06467661692,69.2613957179907,
43.7810945273632,1403.98009950249,69.1004634699919,
43.7810945273632,1420.89552238806,68.9395246469458,
43.7810945273632,1437.81094527363,68.7785760631617,
43.7810945273632,1454.7263681592,68.6176150355635,
43.7810945273632,1471.64179104478,68.4566393510751,
43.7810945273632,1488.55721393035,68.2956777086832,
43.7810945273632,1505.47263681592,68.1348594562064,
43.7810945273632,1522.38805970149,67.9742548102465,
43.7810945273632,1539.30348258706,67.8139237237649,
43.7810945273632,1556.21890547264,67.6539225368344,
43.7810945273632,1573.13432835821,67.4943041806259,
43.7810945273632,1590.04975124378,67.3351183691666,
43.7810945273632,1606.96517412935,67.1764117796707,
43.7810945273632,1623.88059701493,67.0182282221851,
43.7810945273632,1640.7960199005,66.8606087992425,
43.7810945273632,1657.71144278607,66.7036401133448,
43.7810945273632,1674.62686567164,66.5473615987644,
43.7810945273632,1691.54228855721,66.3917285767532,
43.7810945273632,1708.45771144279,66.2366986455142,
43.7810945273632,1725.37313432836,66.0822316536798,
43.7810945273632,1742.28855721393,65.9282895816129,
43.7810945273632,1759.2039800995,65.7748364300783,
43.7810945273632,1776.11940298507,65.6218381157499,
43.7810945273632,1793.03482587065,65.4692623730581,
43.7810945273632,1809.95024875622,65.3170780048323,
43.7810945273632,1826.86567164179,65.1652520907846,
43.7810945273632,1843.78109452736,65.0137844211586,
43.7810945273632,1860.69651741294,64.8626832642582,
43.7810945273632,1877.61194029851,64.7119564232742,
43.7810945273632,1894.52736318408,64.5616112585173,
43.7810945273632,1911.44278606965,64.4116547084806,
43.7810945273632,1928.35820895522,64.2620933098013,
43.7810945273632,1945.2736318408,64.1129332161871,
43.7810945273632,1962.18905472637,63.9641802163677,
43.7810945273632,1979.10447761194,63.8158394216469,
43.7810945273632,1996.01990049751,63.6679090464555,
43.7810945273632,2012.93532338308,63.5203813316351,
43.7810945273632,2029.85074626866,63.3732486468977,
43.7810945273632,2046.76616915423,63.2265037083439,
43.7810945273632,2063.6815920398,63.0801395626809,
43.7810945273632,2080.59701492537,62.9341495722399,
43.7810945273632,2097.51243781094,62.7885274007467,
43.7810945273632,2114.42786069652,62.6432669998005,
43.7810945273632,2131.34328358209,62.498362596023,
43.7810945273632,2148.25870646766,62.353810909785,
43.7810945273632,2165.17412935323,62.2096070104656,
43.7810945273632,2182.08955223881,62.0657399431186,
43.7810945273632,2199.00497512438,61.9221991827355,
43.7810945273632,2215.92039800995,61.7789747060094,
43.7810945273632,2232.83582089552,61.6360569698956,
43.7810945273632,2249.75124378109,61.4934368911894,
43.7810945273632,2266.66666666667,61.3511058270637,
43.7810945273632,2283.58208955224,61.209055556515,
43.7810945273632,2300.49751243781,61.0672782629544,
43.7810945273632,2317.41293532338,60.9257668361638,
43.7810945273632,2334.32835820895,60.7845154171756,
43.7810945273632,2351.24378109453,60.6435186009151,
43.7810945273632,2368.1592039801,60.5027712615607,
43.7810945273632,2385.07462686567,60.3622685409388,
43.7810945273632,2401.99004975124,60.2220058374296,
43.7810945273632,2418.90547263682,60.0819787953583,
43.7810945273632,2435.82089552239,59.9421832948477,
43.7810945273632,2452.73631840796,59.8026154421082,
43.7810945273632,2469.65174129353,59.6632728462497,
43.7810945273632,2486.5671641791,59.5241613536889,
43.7810945273632,2503.48258706468,59.3852783286105,
43.7810945273632,2520.39800995025,59.2466192506294,
43.7810945273632,2537.31343283582,59.1081798420179,
43.7810945273632,2554.22885572139,58.969956058038,
43.7810945273632,2571.14427860697,58.8319440776724,
43.7810945273632,2588.05970149254,58.6941402947361,
43.7810945273632,2604.97512437811,58.5565413093498,
43.7810945273632,2621.89054726368,58.4191439197587,
43.7810945273632,2638.80597014925,58.2819456725371,
43.7810945273632,2655.72139303483,58.144942055592,
43.7810945273632,2672.6368159204,58.0081245554223,
43.7810945273632,2689.55223880597,57.8714849480147,
43.7810945273632,2706.46766169154,57.735015425743,
43.7810945273632,2723.38308457711,57.5987085820489,
43.7810945273632,2740.29850746269,57.4625573967233,
43.7810945273632,2757.21393034826,57.3265552217601,
43.7810945273632,2774.12935323383,57.1906957677555,
43.7810945273632,2791.0447761194,57.0549730850684,
43.7810945273632,2807.96019900498,56.91937674196,
43.7810945273632,2824.87562189055,56.7838992575073,
43.7810945273632,2841.79104477612,56.6485385111085,
43.7810945273632,2858.70646766169,56.513292561816,
43.7810945273632,2875.62189054726,56.3781596414158,
43.7810945273632,2892.53731343284,56.243138147758,
43.7810945273632,2909.45273631841,56.1082266383276,
43.7810945273632,2926.36815920398,55.9734238240477,
43.7810945273632,2943.28358208955,55.8387285633021,
43.7810945273632,2960.19900497512,55.7041401494212,
43.7810945273632,2977.1144278607,55.5696609633244,
43.7810945273632,2994.02985074627,55.4352895127013,
43.7810945273632,3010.94527363184,55.3010231422124,
43.7810945273632,3027.86069651741,55.1668594009222,
43.7810945273632,3044.77611940298,55.0327960348459,
43.7810945273632,3061.69154228856,54.898830979752,
43.7810945273632,3078.60696517413,54.7649623542113,
43.7810945273632,3095.5223880597,54.6311884528818,
43.7810945273632,3112.43781094527,54.4975077400206,
43.7810945273632,3129.35323383085,54.3661080057442,
43.7810945273632,3146.26865671642,54.2439984350914,
43.7810945273632,3163.18407960199,54.1293849795914,
43.7810945273632,3180.09950248756,54.0197322271029,
43.7810945273632,3197.01492537313,53.9126001470975,
43.7810945273632,3213.93034825871,53.8056380962218,
43.7810945273632,3230.84577114428,53.6965811309514,
43.7810945273632,3247.76119402985,53.5832483829942,
43.7810945273632,3264.67661691542,53.2098977771972,
43.7810945273632,3281.59203980099,53.2098977771972,
65.6716417910448,0,0,
65.6716417910448,16.9154228855721,83.7882522364971,
65.6716417910448,33.8308457711443,88.2270142364361,
65.6716417910448,50.7462686567164,89.4658574185948,
65.6716417910448,67.6616915422886,89.831089982186,
65.6716417910448,84.5771144278607,89.833841095496,
65.6716417910448,101.492537313433,89.6515856085194,
65.6716417910448,118.407960199005,89.3622510328961,
65.6716417910448,135.323383084577,89.0054676390566,
65.6716417910448,152.238805970149,88.6035491062654,
65.6716417910448,169.154228855721,88.1733256725224,
65.6716417910448,186.069651741294,87.7715746893036,
65.6716417910448,202.985074626866,87.4089151255538,
65.6716417910448,219.900497512438,87.078603106879,
65.6716417910448,236.81592039801,86.7758108928875,
65.6716417910448,253.731343283582,86.4969824391184,
65.6716417910448,270.646766169154,86.2394335376545,
65.6716417910448,287.562189054726,86.0010946572487,
65.6716417910448,304.477611940298,85.780340382619,
65.6716417910448,321.393034825871,85.575873220205,
65.6716417910448,338.308457711443,85.3860501385593,
65.6716417910448,355.223880597015,85.2069144290522,
65.6716417910448,372.139303482587,85.0362682276998,
65.6716417910448,389.054726368159,84.8725048715933,
65.6716417910448,405.970149253731,84.7142958238811,
65.6716417910448,422.885572139303,84.5605338222677,
65.6716417910448,439.800995024876,84.4102894624487,
65.6716417910448,456.716417910448,84.2627776519358,
65.6716417910448,473.63184079602,84.1173314110698,
65.6716417910448,490.547263681592,83.9733812091763,
65.6716417910448,507.462686567164,83.8301189682,
65.6716417910448,524.378109452736,83.6869835445477,
65.6716417910448,541.293532338308,83.5441303814771,
65.6716417910448,558.208955223881,83.401699675439,
65.6716417910448,575.124378109453,83.2598132237025,
65.6716417910448,592.039800995025,83.1185770750649,
65.6716417910448,608.955223880597,82.9780837414657,
65.6716417910448,625.870646766169,82.8384140529338,
65.6716417910448,642.786069651741,82.6996387210798,
65.6716417910448,659.701492537313,82.5618243211642,
65.6716417910448,676.616915422886,82.4251442446065,
65.6716417910448,693.532338308458,82.289523757743,
65.6716417910448,710.44776119403,82.1547875633841,
65.6716417910448,727.363184079602,82.0207781304455,
65.6716417910448,744.278606965174,81.8873536452463,
65.6716417910448,761.194029850746,81.7543862412325,
65.6716417910448,778.109452736318,81.6217604638931,
65.6716417910448,795.02487562189,81.4893719351423,
65.6716417910448,811.940298507463,81.3571261875097,
65.6716417910448,828.855721393035,81.2249413772679,
65.6716417910448,845.771144278607,81.092802247496,
65.6716417910448,862.686567164179,80.9607374513514,
65.6716417910448,879.601990049751,80.8287737113388,
65.6716417910448,896.517412935323,80.6969355013853,
65.6716417910448,913.432835820895,80.5652452560434,
65.6716417910448,930.348258706468,80.4337235569976,
65.6716417910448,947.26368159204,80.3023892996942,
65.6716417910448,964.179104477612,80.1712598425191,
65.6716417910448,981.094527363184,80.0403511406165,
65.6716417910448,998.009950248756,79.909662269018,
65.6716417910448,1014.92537313433,79.779163243776,
65.6716417910448,1031.8407960199,79.6488497367974,
65.6716417910448,1048.75621890547,79.5187188270823,
65.6716417910448,1065.67164179104,79.3887678320454,
65.6716417910448,1082.58706467662,79.2589942882194,
65.6716417910448,1099.50248756219,79.129395933745,
65.6716417910448,1116.41791044776,78.9999706924587,
65.6716417910448,1133.33333333333,78.870716659411,
65.6716417910448,1150.24875621891,78.7416317367083,
65.6716417910448,1167.16417910448,78.6126364790104,
65.6716417910448,1184.07960199005,78.4836611644642,
65.6716417910448,1200.99502487562,78.35469217771,
65.6716417910448,1217.91044776119,78.2257169523097,
65.6716417910448,1234.82587064677,78.0967238971932,
65.6716417910448,1251.74129353234,77.9677023291038,
65.6716417910448,1268.65671641791,77.8386424104772,
