Speed[r/min],Torque[Nm],Load Angle[deg],
43.7810945273632,1725.37313432836,48.3183424966756,
43.7810945273632,1742.28855721393,48.4362363227786,
43.7810945273632,1759.2039800995,48.5548305124555,
43.7810945273632,1776.11940298507,48.6734064504101,
43.7810945273632,1793.03482587065,48.7912455213461,
43.7810945273632,1809.95024875622,48.9075566273609,
43.7810945273632,1826.86567164179,49.0204379652471,
43.7810945273632,1843.78109452736,49.1297082026383,
43.7810945273632,1860.69651741294,49.2359062559942,
43.7810945273632,1877.61194029851,49.3395710417744,
43.7810945273632,1894.52736318408,49.4412414764386,
43.7810945273632,1911.44278606965,49.5414564764465,
43.7810945273632,1928.35820895522,49.6407549582576,
43.7810945273632,1945.2736318408,49.7396758383316,
43.7810945273632,1962.18905472637,49.8387580331283,
43.7810945273632,1979.10447761194,49.9382453756408,
43.7810945273632,1996.01990049751,50.0369412162872,
43.7810945273632,2012.93532338308,50.1344823951968,
43.7810945273632,2029.85074626866,50.2306736699108,
43.7810945273632,2046.76616915423,50.3253197979703,
43.7810945273632,2063.6815920398,50.4182255369165,
43.7810945273632,2080.59701492537,50.5091956442907,
43.7810945273632,2097.51243781094,50.5980348776341,
43.7810945273632,2114.42786069652,50.6845479944878,
43.7810945273632,2131.34328358209,50.768539752393,
43.7810945273632,2148.25870646766,50.8508540298151,
43.7810945273632,2165.17412935323,50.9332038475818,
43.7810945273632,2182.08955223881,51.0156006501795,
43.7810945273632,2199.00497512438,51.0980238811319,
43.7810945273632,2215.92039800995,51.1804529839627,
43.7810945273632,2232.83582089552,51.2628674021954,
43.7810945273632,2249.75124378109,51.3452465793539,
43.7810945273632,2266.66666666667,51.4275699589617,
43.7810945273632,2283.58208955224,51.5098169845427,
43.7810945273632,2300.49751243781,51.5919877851838,
43.7810945273632,2317.41293532338,51.6751604140265,
43.7810945273632,2334.32835820895,51.7595408328854,
43.7810945273632,2351.24378109453,51.844554308597,
43.7810945273632,2368.1592039801,51.9296261079979,
43.7810945273632,2385.07462686567,52.0141814979248,
43.7810945273632,2401.99004975124,52.0976457452144,
43.7810945273632,2418.90547263682,52.1794441167032,
43.7810945273632,2435.82089552239,52.259001879228,
43.7810945273632,2452.73631840796,52.3357442996252,
43.7810945273632,2469.65174129353,52.4091857275754,
43.7810945273632,2486.5671641791,52.4797828677737,
43.7810945273632,2503.48258706468,52.5480597349684,
43.7810945273632,2520.39800995025,52.6144503537927,
43.7810945273632,2537.31343283582,52.6793887488801,
43.7810945273632,2554.22885572139,52.7433089448639,
43.7810945273632,2571.14427860697,52.8066449663775,
43.7810945273632,2588.05970149254,52.8698308380541,
43.7810945273632,2604.97512437811,52.9333005845273,
43.7810945273632,2621.89054726368,52.9974882304303,
43.7810945273632,2638.80597014925,53.0629025826112,
43.7810945273632,2655.72139303483,53.1298410402608,
43.7810945273632,2672.6368159204,53.1981044057272,
43.7810945273632,2689.55223880597,53.2674765772326,
43.7810945273632,2706.46766169154,53.3377414529989,
43.7810945273632,2723.38308457711,53.4086829312483,
43.7810945273632,2740.29850746269,53.4800849102028,
43.7810945273632,2757.21393034826,53.5517312880844,
43.7810945273632,2774.12935323383,53.6234059631154,
43.7810945273632,2791.0447761194,53.6948898648516,
43.7810945273632,2807.96019900498,53.7633746227609,
43.7810945273632,2824.87562189055,53.8270270467426,
43.7810945273632,2841.79104477612,53.8865813835566,
43.7810945273632,2858.70646766169,53.9427718799625,
43.7810945273632,2875.62189054726,53.9963327827199,
43.7810945273632,2892.53731343284,54.0479983385887,
43.7810945273632,2909.45273631841,54.0985027943285,
43.7810945273632,2926.36815920398,54.1485803966991,
43.7810945273632,2943.28358208955,54.1989653924601,
43.7810945273632,2960.19900497512,54.2503341469634,
43.7810945273632,2977.1144278607,54.3024625295662,
43.7810945273632,2994.02985074627,54.3552447060443,
43.7810945273632,3010.94527363184,54.4087649042208,
43.7810945273632,3027.86069651741,54.4631073519188,
43.7810945273632,3044.77611940298,54.5183562769613,
43.7810945273632,3061.69154228856,54.5745959071715,
43.7810945273632,3078.60696517413,54.6319104703723,
43.7810945273632,3095.5223880597,54.6903841943869,
43.7810945273632,3112.43781094527,54.7501013070383,
43.7810945273632,3129.35323383085,54.8094887646877,
43.7810945273632,3146.26865671642,54.8626875902735,
43.7810945273632,3163.18407960199,54.909777710266,
43.7810945273632,3180.09950248756,54.9514443044524,
43.7810945273632,3197.01492537313,54.9883725526197,
43.7810945273632,3213.93034825871,55.0212476345551,
43.7810945273632,3230.84577114428,55.0507547300456,
43.7810945273632,3247.76119402985,55.0775790188784,
43.7810945273632,3264.67661691542,55.1821862731792,
43.7810945273632,3281.59203980099,55.1821862731792,
65.6716417910448,0,0,
65.6716417910448,16.9154228855721,7.65144723211713,
65.6716417910448,33.8308457711443,14.650196672226,
65.6716417910448,50.7462686567164,20.9442323816256,
65.6716417910448,67.6616915422886,26.4815384216152,
65.6716417910448,84.5771144278607,31.2100988534939,
65.6716417910448,101.492537313433,35.0778977385606,
65.6716417910448,118.407960199005,38.0329191381146,
65.6716417910448,135.323383084577,40.023147113455,
65.6716417910448,152.238805970149,40.9965657258808,
65.6716417910448,169.154228855721,40.9512878988317,
65.6716417910448,186.069651741294,40.659512123239,
65.6716417910448,202.985074626866,40.3989004795649,
65.6716417910448,219.900497512438,40.1680239939178,
65.6716417910448,236.81592039801,39.9654536924062,
65.6716417910448,253.731343283582,39.7897606011386,
65.6716417910448,270.646766169154,39.6395157462233,
65.6716417910448,287.562189054726,39.5132901537689,
